"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication"
"303","ENSAMXG00000013593","Pachon-Control",-1.131590575,0.000413578,"acanb","aggrecan b [Source:ZFIN;Acc:ZDB-GENE-100422-16]","AGGRECAN CORE CARTILAGE SPECIFIC PROTEOGLYCAN CORE CSPCP","Sleep deprivation","McGaugh_2020"
"304","ENSAMXG00000014859","Pachon-Control",-1.120910849,0.000427008,"zgc:158404","pleckstrin homology domain containing S1 [Source:NCBI gene;Acc:103042442]","PLECKSTRIN HOMOLOGY DOMAIN CONTAINING FAMILY S MEMBER 1 PH DOMAIN CONTAINING FAMILY S MEMBER 1","Sleep deprivation","McGaugh_2020"
"305","ENSAMXG00000008850","Pachon-Control",-1.117043054,1.14e-06,"elf3","E74 like ETS transcription factor 3 [Source:NCBI gene;Acc:103047838]","ETS RELATED TRANSCRIPTION FACTOR ELF 3 E74  FACTOR 3 EPITHELIAL RESTRICTED WITH SERINE BOX EPITHELIUM RESTRICTED ETS ESX EPITHELIUM SPECIFIC ETS TRANSCRIPTION FACTOR 1 ESE 1","Sleep deprivation","McGaugh_2020"
"306","ENSAMXG00000019476","Pachon-Control",-1.109606253,3.74e-06,"slc16a9b","solute carrier family 16 member 9 [Source:NCBI gene;Acc:103031440]","MONOCARBOXYLATE TRANSPORTER 9 MCT 9 SOLUTE CARRIER FAMILY 16 MEMBER 9","Sleep deprivation","McGaugh_2020"
"307","ENSAMXG00000001349","Pachon-Control",-1.09747518,0.00011731,"","","MEIOTIC NUCLEAR DIVISION 1 HOMOLOG","Sleep deprivation","McGaugh_2020"
"308","ENSAMXG00000007057","Pachon-Control",-1.09379405,2.33e-05,"gpx7","glutathione peroxidase 7 [Source:NCBI gene;Acc:103032783]","GLUTATHIONE PEROXIDASE 7 PRECURSOR GPX 7 GSHPX 7 EC_1.11.1.9","Sleep deprivation","McGaugh_2020"
"309","ENSAMXG00000010498","Pachon-Control",-1.093440754,1.62e-05,"nsl1","NSL1, MIS12 kinetochore complex component [Source:NCBI gene;Acc:103024429]","KINETOCHORE ASSOCIATED NSL1 HOMOLOG","Sleep deprivation","McGaugh_2020"
"310","ENSAMXG00000018791","Pachon-Control",-1.092913195,0.000296315,"ctss2.1","cathepsin S [Source:NCBI gene;Acc:103044830]","CATHEPSIN S PRECURSOR EC_3.4.22.27","Sleep deprivation","McGaugh_2020"
"311","ENSAMXG00000002149","Pachon-Control",-1.089581276,3.41e-05,"acat2","acetyl-CoA acetyltransferase 2 [Source:NCBI gene;Acc:103038320]","3 KETOACYL COA THIOLASE EC_2.3.1.16 ACETYL COA ACYLTRANSFERASE BETA KETOTHIOLASE","Sleep deprivation","McGaugh_2020"
"312","ENSAMXG00000000862","Pachon-Control",-1.070097373,0.000154229,"si:ch73-340m8.2","si:ch73-340m8.2 [Source:ZFIN;Acc:ZDB-GENE-110411-209]","TYROSINE KINASE EC_2.7.10.2","Sleep deprivation","McGaugh_2020"
"313","ENSAMXG00000021502","Pachon-Control",-1.067972115,1.38e-05,"cenpi","centromere protein I [Source:ZFIN;Acc:ZDB-GENE-060810-127]","CENTROMERE I CENP I FSH PRIMARY RESPONSE 1 FOLLICLE STIMULATING HORMONE PRIMARY RESPONSE LEUCINE RICH PRIMARY RESPONSE 1","Sleep deprivation","McGaugh_2020"
"314","ENSAMXG00000003900","Pachon-Control",-1.065422187,8.92e-05,"tnni1c","troponin I, slow skeletal muscle-like [Source:NCBI gene;Acc:103045935]","TROPONIN I MUSCLE TROPONIN I","Sleep deprivation","McGaugh_2020"
"315","ENSAMXG00000006707","Pachon-Control",-1.063697613,8.71e-05,"","","DUAL SPECIFICITY PHOSPHATASE EC_3.1.3.16 EC_3.1.3.- 48","Sleep deprivation","McGaugh_2020"
"316","ENSAMXG00000016651","Pachon-Control",-1.059797678,3.36e-06,"colgalt2","collagen beta(1-O)galactosyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-070222-1]","PROCOLLAGEN LYSINE 2 OXOGLUTARATE 5 DIOXYGENASE PRECURSOR EC_1.14.11.4 LYSYL HYDROXYLASE","Sleep deprivation","McGaugh_2020"
"317","ENSAMXG00000001736","Pachon-Control",-1.045132713,2.08e-05,"zc3h12a","endoribonuclease ZC3H12A [Source:NCBI gene;Acc:103030977]","ENDORIBONUCLEASE Z A EC_3.1.-.- MONOCYTE CHEMOTACTIC INDUCED 1 MCP INDUCED 1 MCPIP 1 REGNASE 1 REG1 ZINC FINGER CCCH DOMAIN CONTAINING 12A","Sleep deprivation","McGaugh_2020"
"318","ENSAMXG00000011637","Pachon-Control",-1.020904602,2.52e-05,"si:dkey-170l10.1","HAUS augmin like complex subunit 2 [Source:NCBI gene;Acc:103033970]","HAUS AUGMIN  COMPLEX SUBUNIT 2 CENTROSOMAL OF 27 KDA CEP27","Sleep deprivation","McGaugh_2020"
"319","ENSAMXG00000016901","Pachon-Control",-0.988401433,0.000126302,"cthrc1a","collagen triple helix repeat containing 1 [Source:NCBI gene;Acc:103022694]","COLLAGEN TRIPLE HELIX REPEAT CONTAINING 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"320","ENSAMXG00000017812","Pachon-Control",-0.978618525,0.000149119,"mad2l1","MAD2 mitotic arrest deficient-like 1 (yeast) [Source:ZFIN;Acc:ZDB-GENE-030515-3]","MITOTIC SPINDLE ASSEMBLY CHECKPOINT MAD2B MITOTIC ARREST DEFICIENT 2  2 MAD2  2","Sleep deprivation","McGaugh_2020"
"321","ENSAMXG00000008840","Pachon-Control",-0.971768105,7.08e-05,"srsf3b","serine and arginine rich splicing factor 3 [Source:NCBI gene;Acc:103046708]","SERINE/ARGININE RICH SPLICING FACTOR SPLICING FACTOR ARGININE/SERINE RICH","Sleep deprivation","McGaugh_2020"
"322","ENSAMXG00000020592","Pachon-Control",-0.970515082,6.33e-05,"","platelet-derived growth factor receptor-like protein [Source:NCBI gene;Acc:103021672]","PLATELET DERIVED GROWTH FACTOR RECEPTOR  PRECURSOR PDGFR","Sleep deprivation","McGaugh_2020"
"323","ENSAMXG00000009134","Pachon-Control",-0.965430115,8.58e-05,"cdca5","cell division cycle associated 5 [Source:NCBI gene;Acc:103041892]","SORORIN CELL DIVISION CYCLE ASSOCIATED 5","Sleep deprivation","McGaugh_2020"
"324","ENSAMXG00000020548","Pachon-Control",-0.964262492,1.34e-05,"crtap","cartilage associated protein [Source:NCBI gene;Acc:103030436]","ENDOPLASMIC RETICULUM SC65 PRECURSOR LEPRECAN  4 PROLYL 3 HYDROXYLASE FAMILY MEMBER 4 SYNAPTONEMAL COMPLEX SC65","Sleep deprivation","McGaugh_2020"
"325","ENSAMXG00000010314","Pachon-Control",-0.955941184,0.000134746,"myl13","myosin light chain 1, cardiac muscle-like [Source:NCBI gene;Acc:103030419]","MYOSIN LIGHT CHAIN MYOSIN LIGHT CHAIN MYOSIN LIGHT CHAIN","Sleep deprivation","McGaugh_2020"
"326","ENSAMXG00000013672","Pachon-Control",-0.948112953,4.67e-05,"rad51","RAD51 recombinase [Source:NCBI gene;Acc:103041530]","DNA REPAIR RAD51","Sleep deprivation","McGaugh_2020"
"327","ENSAMXG00000008846","Pachon-Control",-0.936751348,0.000206992,"apobec2a","apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2a [Source:ZFIN;Acc:ZDB-GENE-050306-15]","C >U EDITING ENZYME APOBEC 2 EC_3.5.4.36 CYTOSINE DEAMINASE 2","Sleep deprivation","McGaugh_2020"
"328","ENSAMXG00000013148","Pachon-Control",-0.936459191,0.000104115,"","","TUBULIN ALPHA 4A CHAIN ALPHA TUBULIN TUBULIN ALPHA CHAIN","Sleep deprivation","McGaugh_2020"
"329","ENSAMXG00000018664","Pachon-Control",-0.920727187,0.000386447,"tuba8l","tubulin alpha-1 chain [Source:NCBI gene;Acc:103031418]","TUBULIN ALPHA CHAIN ALPHA TUBULIN TUBULIN ALPHA CHAIN [CONTAINS DETYROSINATED TUBULIN ALPHA CHAIN]","Sleep deprivation","McGaugh_2020"
"330","ENSAMXG00000018786","Pachon-Control",-0.915011509,7.82e-05,"ctsk","cathepsin K [Source:NCBI gene;Acc:103044235]","CATHEPSIN K PRECURSOR EC_3.4.22.38","Sleep deprivation","McGaugh_2020"
"331","ENSAMXG00000005460","Pachon-Control",-0.890367218,0.00023726,"tubb2b","tubulin beta-1 chain [Source:NCBI gene;Acc:103024866]","TUBULIN BETA CHAIN BETA TUBULIN","Sleep deprivation","McGaugh_2020"
"332","ENSAMXG00000017062","Pachon-Control",-0.865791357,4.34e-07,"TMCC1 (1 of many)","transmembrane and coiled-coil domain family 1 [Source:NCBI gene;Acc:103027055]","TRANSMEMBRANE AND COILED COIL DOMAINS 1","Sleep deprivation","McGaugh_2020"
"333","ENSAMXG00000005898","Pachon-Control",-0.844171717,1.74e-06,"slc7a3a","cationic amino acid transporter 3 [Source:NCBI gene;Acc:103034170]","CATIONIC AMINO ACID TRANSPORTER 3 CAT 3 CAT3 CATIONIC AMINO ACID TRANSPORTER Y+ SOLUTE CARRIER FAMILY 7 MEMBER 3","Sleep deprivation","McGaugh_2020"
"334","ENSAMXG00000019432","Pachon-Control",-0.839776572,0.000365303,"psma8","proteasome subunit alpha type-7 [Source:NCBI gene;Acc:103029839]","PROTEASOME SUBUNIT ALPHA TYPE EC_3.4.25.1","Sleep deprivation","McGaugh_2020"
"335","ENSAMXG00000021619","Pachon-Control",-0.835730474,0.000229797,"tyrp1a","tyrosinase-related protein 1a [Source:ZFIN;Acc:ZDB-GENE-070718-2]","5 6 DIHYDROXYINDOLE 2 CARBOXYLIC ACID OXIDASE PRECURSOR DHICA OXIDASE EC_1.14.18.- TYROSINASE RELATED 1 TRP 1 TRP1","Sleep deprivation","McGaugh_2020"
"336","ENSAMXG00000011956","Pachon-Control",-0.818939896,0.000187234,"ogfrl1","opioid growth factor receptor like 1 [Source:NCBI gene;Acc:103033513]","OPIOID GROWTH FACTOR RECEPTOR OGFR ZETA TYPE OPIOID RECEPTOR","Sleep deprivation","McGaugh_2020"
"337","ENSAMXG00000009986","Pachon-Control",-0.811013583,1.06e-07,"aif1l","allograft inflammatory factor 1 like [Source:NCBI gene;Acc:103026376]","ALLOGRAFT INFLAMMATORY FACTOR 1 IONIZED CALCIUM BINDING ADAPTER MOLECULE","Sleep deprivation","McGaugh_2020"
"338","ENSAMXG00000003545","Pachon-Control",-0.777310118,7.21e-05,"si:dkey-184p18.2","chromosome 23 C18orf21 homolog [Source:NCBI gene;Acc:103027551]","UNKNOWN","Sleep deprivation","McGaugh_2020"
"339","ENSAMXG00000024795","Pachon-Control",-0.77302479,0.000316482,"dhrs3a","short-chain dehydrogenase/reductase 3 [Source:NCBI gene;Acc:103044922]","SHORT CHAIN DEHYDROGENASE/REDUCTASE 3 EC_1.1.1.300 RETINAL SHORT CHAIN DEHYDROGENASE/REDUCTASE 1 RETSDR1","Sleep deprivation","McGaugh_2020"
"340","ENSAMXG00000009841","Pachon-Control",-0.760964315,0.00033544,"sinhcafl","SIN3-HDAC complex associated factor, like [Source:ZFIN;Acc:ZDB-GENE-031114-2]","SIN3 HDAC COMPLEX ASSOCIATED FACTOR FAM60A TERA","Sleep deprivation","McGaugh_2020"
"341","ENSAMXG00000016092","Pachon-Control",-0.733100047,0.000156989,"","histone-lysine N-methyltransferase SETDB2-like [Source:NCBI gene;Acc:103045481]","HISTONE LYSINE N METHYLTRANSFERASE SETDB2 EC_2.1.1.43 CHRONIC LYMPHOCYTIC LEUKEMIA DELETION REGION GENE 8 SET DOMAIN BIFURCATED 2","Sleep deprivation","McGaugh_2020"
"342","ENSAMXG00000003142","Pachon-Control",-0.727696923,0.000135834,"hmgb1a","high mobility group-T protein-like [Source:NCBI gene;Acc:103039534]","HIGH MOBILITY GROUP B1 HIGH MOBILITY GROUP 1 HMG 1","Sleep deprivation","McGaugh_2020"
"343","ENSAMXG00000016267","Pachon-Control",-0.718112713,0.000269054,"calua","calumenin [Source:NCBI gene;Acc:103043492]","PRECURSOR","Sleep deprivation","McGaugh_2020"
"344","ENSAMXG00000020398","Pachon-Control",-0.705174329,0.000354271,"pycr1b","pyrroline-5-carboxylate reductase 1, mitochondrial [Source:NCBI gene;Acc:103031810]","PYRROLINE 5 CARBOXYLATE REDUCTASE P5C REDUCTASE P5CR EC_1.5.1.2","Sleep deprivation","McGaugh_2020"
"345","ENSAMXG00000024528","Pachon-Control",-0.674301274,8.37e-06,"nfkbie","NFKB inhibitor epsilon [Source:NCBI gene;Acc:103021553]","NF KAPPA B INHIBITOR EPSILON NF KAPPA BIE I KAPPA B EPSILON IKB E IKB EPSILON IKAPPABEPSILON","Sleep deprivation","McGaugh_2020"
"346","ENSAMXG00000015885","Pachon-Control",0.514224709,0.000155142,"","carbonic anhydrase 4-like [Source:NCBI gene;Acc:103038820]","CARBONIC ANHYDRASE 4 PRECURSOR EC_4.2.1.1 CARBONATE DEHYDRATASE IV CARBONIC ANHYDRASE IV CA IV","Sleep deprivation","McGaugh_2020"
"347","ENSAMXG00000014200","Pachon-Control",0.650003711,0.000369863,"mthfr","methylenetetrahydrofolate reductase [Source:NCBI gene;Acc:103033176]","METHYLENETETRAHYDROFOLATE REDUCTASE EC_1.5.1.20","Sleep deprivation","McGaugh_2020"
"348","ENSAMXG00000008393","Pachon-Control",0.664357458,7.81e-05,"foxi3b","forkhead box protein I1-ema-like [Source:NCBI gene;Acc:103035522]","FORKHEAD BOX","Sleep deprivation","McGaugh_2020"
"349","ENSAMXG00000012339","Pachon-Control",0.791387556,9.39e-06,"","","ADENYLOSUCCINATE SYNTHETASE AMPSASE ADSS EC_6.3.4.4 IMP ASPARTATE LIGASE","Sleep deprivation","McGaugh_2020"
"350","ENSAMXG00000000179","Pachon-Control",0.80493324,0.000426603,"cacna1sb","calcium channel, voltage-dependent, L type, alpha 1S subunit, b [Source:ZFIN;Acc:ZDB-GENE-051227-1]","VOLTAGE DEPENDENT L TYPE CALCIUM CHANNEL SUBUNIT ALPHA 1S CALCIUM CHANNEL L TYPE ALPHA 1 POLYPEPTIDE 3 SKELETAL MUSCLE VOLTAGE GATED CALCIUM CHANNEL SUBUNIT ALPHA CAV1 1","Sleep deprivation","McGaugh_2020"
"351","ENSAMXG00000007356","Pachon-Control",0.811259441,0.000138977,"plvapa","plasmalemma vesicle-associated protein-like [Source:NCBI gene;Acc:103025684]","PLASMALEMMA VESICLE ASSOCIATED PLASMALEMMA VESICLE 1 PV 1","Sleep deprivation","McGaugh_2020"
"352","ENSAMXG00000015770","Pachon-Control",0.816763194,0.000251243,"sh2d3cb","SH2 domain-containing protein 3C [Source:NCBI gene;Acc:103038886]","BREAST CANCER ANTI ESTROGEN RESISTANCE 3","Sleep deprivation","McGaugh_2020"
"353","ENSAMXG00000002286","Pachon-Control",0.841962167,0.000239421,"entpd8","ectonucleoside triphosphate diphosphohydrolase 8-like [Source:NCBI gene;Acc:103047612]","ECTONUCLEOSIDE TRIPHOSPHATE DIPHOSPHOHYDROLASE NTPDASE","Sleep deprivation","McGaugh_2020"
"354","ENSAMXG00000003250","Pachon-Control",0.851068892,0.000139776,"adamts8a","A disintegrin and metalloproteinase with thrombospondin motifs 8 [Source:NCBI gene;Acc:103028617]","A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 8 PRECURSOR ADAM TS 8 ADAM TS8 ADAMTS 8 EC_3.4.24.- METH 2","Sleep deprivation","McGaugh_2020"
"355","ENSAMXG00000008564","Pachon-Control",0.865818565,0.000170165,"hif1al","hypoxia-inducible factor 1-alpha-like [Source:NCBI gene;Acc:103027586]","HYPOXIA INDUCIBLE FACTOR ALPHA","Sleep deprivation","McGaugh_2020"
"356","ENSAMXG00000015359","Pachon-Control",0.876413317,2.54e-06,"itpkb","inositol-trisphosphate 3-kinase B [Source:NCBI gene;Acc:103036228]","INOSITOL TRISPHOSPHATE 3 KINASE B EC_2.7.1.127 INOSITOL 1 4 5 TRISPHOSPHATE 3 KINASE B IP3 3 KINASE B IP3K B INSP 3 KINASE B","Sleep deprivation","McGaugh_2020"
"357","ENSAMXG00000011256","Pachon-Control",0.916268533,1.06e-05,"etnppl","ethanolamine-phosphate phospho-lyase [Source:ZFIN;Acc:ZDB-GENE-040426-1133]","ETHANOLAMINE PHOSPHATE PHOSPHO LYASE EC_4.2.3.2 ALANINE GLYOXYLATE AMINOTRANSFERASE 2  1","Sleep deprivation","McGaugh_2020"
"358","ENSAMXG00000025376","Pachon-Control",0.918111965,6.37e-05,"hspb11","heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]","HEAT SHOCK","Sleep deprivation","McGaugh_2020"
"359","ENSAMXG00000009577","Pachon-Control",0.936745653,1.01e-05,"slc9a3.1","sodium/hydrogen exchanger 3-like [Source:NCBI gene;Acc:103034097]","SODIUM/HYDROGEN EXCHANGER 3 NA + /H + EXCHANGER 3 NHE 3 SOLUTE CARRIER FAMILY 9 MEMBER 3","Sleep deprivation","McGaugh_2020"
"360","ENSAMXG00000013282","Pachon-Control",0.958521336,0.000340338,"prodha","proline dehydrogenase 1, mitochondrial-like [Source:NCBI gene;Acc:103042105]","PROLINE DEHYDROGENASE MITOCHONDRIAL PRECURSOR EC_1.5.5.2 PROLINE OXIDASE","Sleep deprivation","McGaugh_2020"
"361","ENSAMXG00000019126","Pachon-Control",1.002846994,2.83e-05,"eif4a2","eukaryotic translation initiation factor 4A2 [Source:NCBI gene;Acc:103033197]","EUKARYOTIC INITIATION FACTOR 4A II EIF 4A II EIF4A II EC_3.6.4.13 ATP DEPENDENT RNA HELICASE EIF4A 2","Sleep deprivation","McGaugh_2020"
"362","ENSAMXG00000020657","Pachon-Control",1.009881707,4.68e-07,"","elongation factor 1-alpha-like [Source:NCBI gene;Acc:103044302]","ELONGATION FACTOR 1 ALPHA 1 EF 1 ALPHA 1 ELONGATION FACTOR TU EF TU EUKARYOTIC ELONGATION FACTOR 1 A 1 EEF1A 1","Sleep deprivation","McGaugh_2020"
"363","ENSAMXG00000013808","Pachon-Control",1.025634755,1.61e-05,"atp6ap1lb","V-type proton ATPase subunit S1-like [Source:NCBI gene;Acc:103031199]","V TYPE PROTON ATPASE SUBUNIT S1  VACUOLAR PROTON PUMP SUBUNIT S1","Sleep deprivation","McGaugh_2020"
"364","ENSAMXG00000015091","Pachon-Control",1.053465827,7.05e-06,"","TRPM8 channel-associated factor homolog [Source:NCBI gene;Acc:103047626]","TRPM8 CHANNEL ASSOCIATED FACTOR TRP CHANNEL ASSOCIATED FACTOR","Sleep deprivation","McGaugh_2020"
"365","ENSAMXG00000008444","Pachon-Control",1.077388269,0.00019217,"adck5","aarF domain containing kinase 5 [Source:NCBI gene;Acc:103047707]","UNCHARACTERIZED AARF DOMAIN CONTAINING KINASE 5 EC_2.7.11.-","Sleep deprivation","McGaugh_2020"
"366","ENSAMXG00000008884","Pachon-Control",1.098020082,7.38e-08,"smtnl","smoothelin like 2 [Source:NCBI gene;Acc:103036153]","SMOOTHELIN  2","Sleep deprivation","McGaugh_2020"
"367","ENSAMXG00000020319","Pachon-Control",1.110887329,1.03e-06,"egln2","egl nine homolog 1-like [Source:NCBI gene;Acc:103047661]","EGL NINE HOMOLOG 2 EC_1.14.11.29 HYPOXIA INDUCIBLE FACTOR PROLYL HYDROXYLASE 1 HIF PH1 HIF PROLYL HYDROXYLASE 1 HPH 1 PROLYL HYDROXYLASE DOMAIN CONTAINING 1 PHD1","Sleep deprivation","McGaugh_2020"
"368","ENSAMXG00000004462","Pachon-Control",1.121722172,1.13e-06,"slc15a1b","solute carrier family 15 member 1-like [Source:NCBI gene;Acc:103028760]","SOLUTE CARRIER FAMILY 15 MEMBER 1 INTESTINAL H + /PEPTIDE COTRANSPORTER OLIGOPEPTIDE TRANSPORTER SMALL INTESTINE PEPTIDE TRANSPORTER 1","Sleep deprivation","McGaugh_2020"
"369","ENSAMXG00000007166","Pachon-Control",1.129775035,0.000180698,"","","BUTYROPHILIN SUBFAMILY MEMBER","Sleep deprivation","McGaugh_2020"
"370","ENSAMXG00000018233","Pachon-Control",1.131964977,0.000151461,"","","NEUTRAL CERAMIDASE N CDASE NCDASE EC_3.5.1.23 ACYLSPHINGOSINE DEACYLASE N ACYLSPHINGOSINE AMIDOHYDROLASE","Sleep deprivation","McGaugh_2020"
"371","ENSAMXG00000001720","Pachon-Control",1.160836359,3.82e-07,"","","ALKALINE PHOSPHATASE PRECURSOR EC_3.1.3.1 ALKALINE PHOSPHATASE","Sleep deprivation","McGaugh_2020"
"372","ENSAMXG00000005330","Pachon-Control",1.16301331,0.000154709,"CYP2J2 (1 of many)","cytochrome P450 2J2-like [Source:NCBI gene;Acc:103041527]","CYTOCHROME P450 EC_1.14.14.1 ARACHIDONIC ACID EPOXYGENASE","Sleep deprivation","McGaugh_2020"
"373","ENSAMXG00000004628","Pachon-Control",1.168801751,1.78e-05,"hsc70","heat shock cognate 71 kDa protein-like [Source:NCBI gene;Acc:103045816]","UNKNOWN","Sleep deprivation","McGaugh_2020"
"374","ENSAMXG00000000680","Pachon-Control",1.177482301,0.00011502,"mybphb","myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794]","MYOSIN BINDING H MYBP H H","Sleep deprivation","McGaugh_2020"
"375","ENSAMXG00000014611","Pachon-Control",1.180771577,3.2e-05,"","cytosolic sulfotransferase 3-like [Source:NCBI gene;Acc:103044132]","CYTOSOLIC SULFOTRANSFERASE EC_2.8.2.- SULT1","Sleep deprivation","McGaugh_2020"
"376","ENSAMXG00000008443","Pachon-Control",1.188176889,5.58e-05,"slc15a1a","solute carrier family 15 (oligopeptide transporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-091204-9]","SOLUTE CARRIER FAMILY 15 MEMBER 1 INTESTINAL H + /PEPTIDE COTRANSPORTER OLIGOPEPTIDE TRANSPORTER SMALL INTESTINE PEPTIDE TRANSPORTER 1","Sleep deprivation","McGaugh_2020"
"377","ENSAMXG00000006371","Pachon-Control",1.228286464,0.000292196,"nceh1a","neutral cholesterol ester hydrolase 1-like [Source:NCBI gene;Acc:103029691]","NEUTRAL CHOLESTEROL ESTER HYDROLASE 1 NCEH EC_3.1.1.- ARYLACETAMIDE DEACETYLASE  1","Sleep deprivation","McGaugh_2020"
"378","ENSAMXG00000002854","Pachon-Control",1.252623205,0.000164222,"eef1a2","elongation factor 1-alpha 2 [Source:NCBI gene;Acc:103045590]","ELONGATION FACTOR 1 ALPHA 1 EF 1 ALPHA 1 ELONGATION FACTOR TU EF TU EUKARYOTIC ELONGATION FACTOR 1 A 1 EEF1A 1","Sleep deprivation","McGaugh_2020"
"379","ENSAMXG00000018041","Pachon-Control",1.262052255,8.84e-05,"","","","Sleep deprivation","McGaugh_2020"
"380","ENSAMXG00000006059","Pachon-Control",1.286638283,0.000422534,"phkg1b","phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform [Source:NCBI gene;Acc:103023937]","PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN SKELETAL MUSCLE/HEART EC_2.7.11.19 PHOSPHORYLASE KINASE SUBUNIT GAMMA 1 SERINE/THREONINE KINASE PHKG1 EC_2.7.11.- 1 EC_2.7.-.- 11 26","Sleep deprivation","McGaugh_2020"
"381","ENSAMXG00000019242","Pachon-Control",1.327573722,7.44e-05,"tdh","L-threonine 3-dehydrogenase, mitochondrial-like [Source:NCBI gene;Acc:103024478]","L THREONINE 3 DEHYDROGENASE MITOCHONDRIAL PRECURSOR","Sleep deprivation","McGaugh_2020"
"382","ENSAMXG00000002941","Pachon-Control",1.345360905,0.000139181,"zpld1b","zona pellucida-like domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-121214-104]","ZONA PELLUCIDA  DOMAIN CONTAINING 1 PRECURSOR ZP DOMAIN CONTAINING 1 CUPULIN [CONTAINS ZONA PELLUCIDA  DOMAIN CONTAINING 1 SECRETED","Sleep deprivation","McGaugh_2020"
"383","ENSAMXG00000010542","Pachon-Control",1.443024707,3.51e-07,"angptl3","angiopoietin like 3 [Source:NCBI gene;Acc:103032137]","ANGIOPOIETIN RELATED 3 PRECURSOR ANGIOPOIETIN  3 [CONTAINS ANGPTL3 17 224 ]","Sleep deprivation","McGaugh_2020"
"384","ENSAMXG00000016719","Pachon-Control",1.465286923,0.000109415,"th","tyrosine hydroxylase [Source:NCBI gene;Acc:103023599]","TYROSINE 3 MONOOXYGENASE EC_1.14.16.2 TYROSINE 3 HYDROXYLASE","Sleep deprivation","McGaugh_2020"
"385","ENSAMXG00000019442","Pachon-Control",1.472454734,4.77e-05,"zgc:136908","zgc:136908 [Source:ZFIN;Acc:ZDB-GENE-060312-22]","CELL DIVISION CYCLE 48","Sleep deprivation","McGaugh_2020"
"386","ENSAMXG00000012885","Pachon-Control",1.577079563,7.24e-06,"cpt1b","carnitine palmitoyltransferase 1B [Source:NCBI gene;Acc:103027125]","CARNITINE O PALMITOYLTRANSFERASE EC_2.3.1.21 CARNITINE PALMITOYLTRANSFERASE CPT","Sleep deprivation","McGaugh_2020"
"387","ENSAMXG00000025888","Pachon-Control",1.58468711,6.8e-06,"TCEANC","transcription elongation factor A N-terminal and central domain containing [Source:NCBI gene;Acc:103025179]","TRANSCRIPTION ELONGATION FACTOR A N TERMINAL AND CENTRAL DOMAIN CONTAINING TFIIS CENTRAL DOMAIN CONTAINING 1","Sleep deprivation","McGaugh_2020"
"388","ENSAMXG00000015171","Pachon-Control",1.755363567,7.31e-10,"tcap","telethonin [Source:NCBI gene;Acc:103043375]","TELETHONIN TITIN CAP","Sleep deprivation","McGaugh_2020"
"389","ENSAMXG00000019672","Pachon-Control",1.785829757,0.000277816,"","","KERATIN TYPE I CYTOSKELETAL CYTOKERATIN CK KERATIN","Sleep deprivation","McGaugh_2020"
"390","ENSAMXG00000020411","Pachon-Control",1.928231027,5.52e-06,"sybu","syntabulin (syntaxin-interacting) [Source:ZFIN;Acc:ZDB-GENE-060929-1202]","SYNTABULIN GOLGI LOCALIZED SYNTAPHILIN RELATED SYNTAXIN 1 BINDING","Sleep deprivation","McGaugh_2020"
