Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino
ENSAMXG00000014126,cdk19,cyclin-dependent kinase 19 [Source:ZFIN;Acc:ZDB-GENE-040724-19],protein tyrosine kinase activity;protein serine/threonine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding,0.000397841,0.001134055,0.000405208,0,0.000899968,0.000782788,0.001423922,0.001566314,0.461035925,0.610496667,0.109375,0.423198323,0.284021658,0.002314815,0.002418814,NA,NA,NA,NA,NA,0.239264375,0.000926679
ENSAMXG00000013526,wasf1,"WAS protein family, member 1 [Source:ZFIN;Acc:ZDB-GENE-070705-555]",actin cytoskeleton organization;cytoskeleton;actin binding,0,0.000747096,0,0.00021817,0.000810124,0.001207729,0.000798812,0.000722543,0.24331705,0.24331705,0.675107,0.226538587,0.23781497,0.001238897,0.001207729,NA,NA,NA,NA,NA,0.4876062,0.00216763
ENSAMXG00000015535,sh3glb2b,SH3-domain GRB2-like endophilin B2b [Source:ZFIN;Acc:ZDB-GENE-040426-833],protein binding;cytoplasm,0,0.00209963,0,0,0.000498061,0.003742084,0.000288351,0.000288351,0.1598198,0.1598198,0.572292429,0.208916426,0.18357574,0.001535214,0.001535214,NA,NA,NA,NA,NA,0.7138009,0.003748558
ENSAMXG00000015739,CIT (2 of 2),citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985],phosphorylation;kinase activity;protein serine/threonine kinase activity;intracellular signal transduction;intracellular;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;metal ion binding,0.00038077,0.001956478,0.000106072,0.000130729,0.001333537,0.003248832,0.001927913,0.001627006,0.265806769,0.323564712,0.503029186,0.413207107,0.293883891,0.003417615,0.002973279,NA,NA,NA,NA,NA,0.349003619,0.002461504
ENSAMXG00000015899,MTMR4 (2 of 2),myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452],transforming growth factor beta receptor signaling pathway;peptidyl-tyrosine dephosphorylation;phosphatase activity;protein tyrosine phosphatase activity;dephosphorylation;protein dephosphorylation;protein serine/threonine phosphatase activity;hydrolase activity;metal ion binding,0.00017059,0.001078293,0,0.000307586,0.000506482,0.001375157,0.000457979,0.000385584,0.107427122,0.081667908,0.3525148,0.08414125,0.111116739,0.000751857,0.000759181,NA,NA,NA,NA,NA,0.337114473,0.001133144
ENSAMXG00000016037,hspb1 (2 of 2),"heat shock protein, alpha-crystallin-related, 1 [Source:ZFIN;Acc:ZDB-GENE-030326-4]",NA,0,0.002832242,0,0,0.000899622,0.001839168,0.001302083,0.001302083,0.4184273,0.40765205,0.137997867,0.15826865,0.159681333,0.001839168,0.001839168,NA,NA,NA,NA,NA,0.40765205,0.001302083
ENSAMXG00000016316,pbxip1b,pre-B-cell leukemia homeobox interacting protein 1b [Source:ZFIN;Acc:ZDB-GENE-070112-2032],embryonic viscerocranium morphogenesis,0.000704171,0.000989715,0.0000547,0.000147565,0.001669363,0.00146882,0.001832181,0.001741601,0.164812793,0.20207475,0.382314286,0.36745185,0.286755874,0.001631415,0.001671381,0,-0.0439623,-1.72331,0.0482655,-1.37291,0.187920006,0.001907664
ENSAMXG00000000476,si:ch211-210g13.5,si:ch211-210g13.5 [Source:ZFIN;Acc:ZDB-GENE-030131-5675],protein binding;phosphatidylinositol phospholipase C activity;lipid catabolic process;phosphoric diester hydrolase activity;lipid metabolic process;intracellular signal transduction;intracellular;hydrolase activity;signal transduction;signal transducer activity,0.000462675,0.001987321,0,0.000107418,0.000447042,0.001740377,0.001136674,0.001185458,0.35037825,0.424290514,0.293057054,0.170360608,0.148804002,0.001475097,0.001600844,NA,NA,NA,NA,NA,0.280717375,0.000937647
ENSAMXG00000018335,traf3ip1,TNF receptor-associated factor 3 interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1146],microtubule binding;protein binding;cilium assembly;pronephros development,0.000848092,0.000906049,0,0.0000592,0.000711213,0.000724065,0.001465637,0.001322044,0.2428406,0.48680484,0.272746667,0.322197436,0.295313869,0.002333465,0.001935229,NA,NA,NA,NA,NA,0.368227529,0.001633987
ENSAMXG00000011395,ar,androgen receptor [Source:ZFIN;Acc:ZDB-GENE-060131-1],"steroid hormone mediated signaling pathway;steroid hormone receptor activity;transcription, DNA-templated;nucleus;DNA binding;regulation of transcription, DNA-templated;RNA polymerase II transcription factor activity, sequence-specific DNA binding;transcription from RNA polymerase II promoter;androgen binding",0.001145962,0.002941543,0.000330099,0.000476809,0.000187056,0.002369373,0.000904103,0.000823045,0.13249935,0.3577838,0.2514414,0.283279748,0.232893005,0.002992892,0.002890011,NA,NA,NA,NA,NA,0.03491935,0.000280584
ENSAMXG00000011419,yipf6,"Yip1 domain family, member 6 [Source:ZFIN;Acc:ZDB-GENE-040625-76]",integral component of membrane;membrane,0,0.001772947,0,0,0.000249876,0.003176931,0.001624188,0.000124938,0.0465116,0.5232558,0.3683529,0.51021476,0.2325682,0.003991528,0.001710655,NA,NA,NA,NA,NA,0.51836305,0.001624188
ENSAMXG00000016077,shisa7a,shisa family member 7a [Source:ZFIN;Acc:ZDB-GENE-100922-37],integral component of membrane;membrane,0,0.002321353,0,0,0.000355367,0.002065553,0.002189455,0.002176617,0.658838283,0.6563525,0.181146285,0.394473072,0.364734636,0.004548575,0.004502209,NA,NA,NA,NA,NA,0.022185225,0.000179888
ENSAMXG00000019303,ptk2bb,"protein tyrosine kinase 2 beta, b [Source:ZFIN;Acc:ZDB-GENE-020507-1]",regulation of actin cytoskeleton reorganization;regulation of angiogenesis;regulation of cell proliferation;extrinsic component of cytoplasmic side of plasma membrane;regulation of bone mineralization;regulation of cell adhesion;signal complex assembly;regulation of leukocyte chemotaxis;regulation of cell migration;focal adhesion;cytoskeleton;non-membrane spanning protein tyrosine kinase activity;peptidyl-tyrosine phosphorylation;protein tyrosine kinase activity;phosphorylation;kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;signal transduction;signal transducer activity,0.0000678,0.001642187,0.000896726,0.001489079,0.001519821,0.0015924,0.002536707,0.001617597,0.251365971,0.250517891,0.156237137,0.165502558,0.251377393,0.002121011,0.002364267,1.69137,-0.65416,2.50087,-1.51284,-0.917261,0.218266457,0.002101639
ENSAMXG00000019328,rhoj,ras homolog family member J [Source:ZFIN;Acc:ZDB-GENE-040724-272],protein transport;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;membrane,0.000163132,0.001567347,0,0,0.000815662,0.002809498,0.001767265,0.001835237,0.4892593,0.341676733,0.505893333,0.314279596,0.314279596,0.002809498,0.002891064,NA,-0.521381,NA,0,-1.62929,0.2748649,0.002039152
ENSAMXG00000019369,rtn1b,reticulon 1b [Source:ZFIN;Acc:ZDB-GENE-030710-3],endoplasmic reticulum membrane;endoplasmic reticulum;integral component of membrane;membrane,0.0000474,0.002154673,0,0,0.000905641,0.002321871,0.001502214,0.001514073,0.372524475,0.3917401,0.328014538,0.27065131,0.250482875,0.002103607,0.002122047,NA,0.412426,NA,0,1.2227,0.619399715,0.00387413
ENSAMXG00000008869,znf76,zinc finger protein 76 [Source:ZFIN;Acc:ZDB-GENE-061027-379],nucleic acid binding;metal ion binding,0.000257829,0.001660785,0,0.00018044,0.001341589,0.001887964,0.001599587,0.001458548,0.2598606,0.2629301,0.250378811,0.19588834,0.190197313,0.0020316,0.001867054,NA,NA,NA,NA,NA,0.30034244,0.002012384
ENSAMXG00000007153,nlrc3,"NLR family, CARD domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-071119-1]",nucleotide binding;ATP binding,0.0000696,0.000983787,0,0,0.000538947,0.000996317,0.000615213,0.000560527,0.166594138,0.170319411,0.224484866,0.157192435,0.153439093,0.000996317,0.000994485,NA,NA,NA,NA,NA,0.158980756,0.000615213
ENSAMXG00000007530,triob,trio Rho guanine nucleotide exchange factor b [Source:ZFIN;Acc:ZDB-GENE-030616-399],"protein binding;protein tyrosine kinase activity;protein serine/threonine kinase activity;positive regulation of GTPase activity;regulation of Rho protein signal transduction;Rho guanyl-nucleotide exchange factor activity;guanyl-nucleotide exchange factor activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding;nucleus;negative regulation of transcription, DNA-templated;transcription factor complex;response to hydrogen peroxide;response to light stimulus;entrainment of circadian clock",0.000746229,0.001647016,0.000135761,0.0000116,0.000847104,0.001731939,0.001025795,0.001305739,0.202116217,0.267497857,0.278234734,0.239052157,0.18151431,0.002021415,0.001913199,NA,NA,NA,NA,NA,0.249417986,0.001033136
ENSAMXG00000003555,zranb3,"zinc finger, RAN-binding domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-060712-1]",nucleic acid phosphodiester bond hydrolysis;endonuclease activity;hydrolase activity;nucleic acid binding;ATP binding;DNA binding,0.000134394,0.002640133,0,0.000352712,0.001643698,0.004587156,0.002909133,0.002409146,0.331122396,0.428537894,0.517302014,0.238781261,0.221612434,0.003114781,0.002891323,NA,NA,NA,NA,NA,0.431715088,0.004152149
ENSAMXG00000003580,tmem163b,transmembrane protein 163b [Source:ZFIN;Acc:ZDB-GENE-091204-410],cation transmembrane transporter activity;cation transport;cation transmembrane transport;transmembrane transport;integral component of membrane;membrane,0.000605553,0.000152999,0,0.000244798,0.000205762,0.00130049,0.001337449,0.001584362,0.373186867,0.48540105,0.503920665,0.875595,0.49981775,0.001155141,0.001507038,NA,NA,NA,NA,NA,0.51836305,0.001337449
ENSAMXG00000003635,ptpn4b,"protein tyrosine phosphatase, non-receptor type 4b [Source:ZFIN;Acc:ZDB-GENE-030131-6259]",protein binding;extrinsic component of membrane;cytoskeletal protein binding;cytoskeleton;peptidyl-tyrosine dephosphorylation;protein tyrosine phosphatase activity;cytoplasm;protein dephosphorylation,0.0000411,0.001473275,0,0.000164474,0.000672848,0.001724689,0.000726425,0.000668174,0.149448022,0.157305675,0.440991625,0.176899543,0.1994639,0.001434576,0.001448282,NA,NA,NA,NA,NA,0.409448923,0.002330044
ENSAMXG00000010013,PLPPR2 (2 of 2),phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566],integral component of membrane;membrane,0.000931443,0.001532043,0.000118934,0.000285442,0.000158579,0.001224269,0.001934665,0.000650174,0.120841533,0.631386467,0.212696558,0.414330683,0.154690996,0.003098145,0.001861228,NA,NA,NA,NA,NA,0.51836305,0.001090232
ENSAMXG00000015689,SHISA6,shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491],NA,0.000249184,0.001242604,0.000357448,0.000127959,0.000921508,0.001875223,0.002891592,0.001720551,0.50552144,0.747792833,0.41559292,0.537861171,0.614886345,0.004082141,0.005459463,0,-0.823313,-1.51284,-1.1407,0.371951,0.594300664,0.004424247
ENSAMXG00000016081,NA,NA,SRP-dependent cotranslational protein targeting to membrane;GTP binding;myosin complex;motor activity;metabolic process,0.0000305,0.001423668,0,0.000182882,0.001005796,0.002247852,0.001026864,0.000976959,0.194683429,0.180410373,0.499459946,0.227570388,0.240333888,0.001702653,0.001692127,NA,-0.805771,-1.75732,0,-1.22667,0.311263561,0.001877791
ENSAMXG00000007033,brwd3,bromodomain and WD repeat domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-100921-43],protein binding,0.000515376,0.001431505,0,0,0.000795431,0.001891697,0.00072036,0.000960187,0.194873312,0.34177188,0.348045777,0.284024634,0.254679856,0.001891697,0.001850933,NA,-0.511777,NA,-1.37358,0.573159,0.32635413,0.00072036
ENSAMXG00000008022,zeb2b,zinc finger E-box binding homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-080717-1],nucleic acid binding;metal ion binding;nucleus;DNA binding;somitogenesis;dorsal/ventral pattern formation;neural crest cell migration;neural crest formation;convergent extension involved in axis elongation;dorsal convergence;intrahepatic bile duct development,0.000385022,0.001487867,0,0,0.000512808,0.00144061,0.000734736,0.000838232,0.198574045,0.23099302,0.229300363,0.164373592,0.147299585,0.001369175,0.00144943,NA,NA,NA,NA,NA,0.445387143,0.001872393
ENSAMXG00000008551,fibcd1,fibrinogen C domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-070424-245],integral component of membrane;membrane,0.000514069,0.001557282,0,0,0.001268,0.003403974,0.001891253,0.002064618,0.33433065,0.374266457,0.55251995,0.363800382,0.331704844,0.00253715,0.002659293,NA,NA,NA,NA,NA,0.474907036,0.003900709
ENSAMXG00000004374,bsx,brain-specific homeobox [Source:ZFIN;Acc:ZDB-GENE-040628-4],"sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0,0.000485625,0,0.000591338,0.001054581,0.000242813,0.000911458,0.000591856,0.118788567,0.0864042,0,NA,0.009072493,0.000522533,0.000242813,NA,-1.67181,-0.598923,NA,-0.828791,0.1100834,0.000591856
ENSAMXG00000019529,eftud1,elongation factor Tu GTP binding domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-130103-6],GTPase activity;nucleotide binding;GTP binding;metabolic process,0.000459622,0.003067205,0,0,0.001728859,0.002794741,0.002694136,0.002395668,0.237922219,0.292555433,0.285339092,0.194206415,0.136624724,0.002862595,0.00254877,NA,NA,NA,NA,NA,0.265635876,0.002746962
ENSAMXG00000011523,nos1apa,nitric oxide synthase 1 (neuronal) adaptor protein a [Source:ZFIN;Acc:ZDB-GENE-081024-1],protein binding,0.000425607,0.00353477,0.0000788,0.000457666,0.001035197,0.003156068,0.001270107,0.001248872,0.2701563,0.276337963,0.324444512,0.386880592,0.378246319,0.004695048,0.004618435,0,0.866924,-1.92291,-2.02527,-0.255445,0.510856133,0.00302596
ENSAMXG00000008479,gpc3,glypican 3 [Source:ZFIN;Acc:ZDB-GENE-031212-1],heparan sulfate proteoglycan binding;anchored component of membrane;proteinaceous extracellular matrix;plasma membrane;membrane;negative regulation of canonical Wnt signaling pathway;cell migration involved in gastrulation,0.000219154,0.000810225,0,0,0.002913754,0.003427486,0.003698225,0.003707356,0.292384517,0.2905384,0.65178572,0.46884204,0.52649989,0.003410585,0.003301008,NA,NA,NA,NA,NA,0.18639175,0.002642881
ENSAMXG00000002936,macf1a,microtubule-actin crosslinking factor 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3606],protein binding;cell cycle arrest;cytoskeleton;calcium ion binding;actin binding;oocyte animal/vegetal axis specification;axis specification,0.000574457,0.002079423,0.0000244,0.000640276,0.001099081,0.002783618,0.001961047,0.001831662,0.291323853,0.305159377,0.39492135,0.297378543,0.278202476,0.0032472,0.003256663,NA,NA,NA,NA,NA,0.432809708,0.002615705
ENSAMXG00000003453,elp2,elongator acetyltransferase complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-060503-525],protein binding,0.000367787,0.001740295,0,0,0.0018039,0.002074967,0.002471895,0.00248544,0.27682242,0.29176025,0.43032043,0.351449462,0.327120499,0.002989737,0.002997546,NA,NA,NA,NA,NA,0.184035591,0.00193011
ENSAMXG00000003545,C18orf21,chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802],autophagosome maturation;autophagy;cellular senescence,0.000308166,0.003756407,0,0,0.002124482,0.002311248,0.00192604,0.001284027,0.079339633,0.1898809,0.148809571,0.2126653,0.146027357,0.002824859,0.002431091,NA,NA,NA,NA,NA,0.092121067,0.001155624
ENSAMXG00000020400,NA,NA,hemolysis in other organism involved in symbiotic interaction;pore complex assembly;pore complex;channel activity;cation transport;transmembrane transport,0.005225791,0.005754952,0,0,0.004615119,0.005733823,0.005268199,0.006007876,0.202869657,0.34759885,0.345397476,0.201606333,0.116198105,0.005520966,0.006853094,NA,-0.517948,NA,0.700141,0.153826,0.240376043,0.00335249
ENSAMXG00000009466,spata20,spermatogenesis associated 20 [Source:ZFIN;Acc:ZDB-GENE-030131-7269],catalytic activity;metabolic process;somitogenesis;heart development,0,0.001417124,0,0.000126795,0.000411473,0.001922422,0.000284713,0.00021901,0.1047038,0.1047038,0.34698213,0.081678837,0.094347311,0.001119385,0.001143719,NA,-1.75532,0,NA,0,0.544579525,0.001971091
ENSAMXG00000010863,znf646p,"zinc finger protein 646, pseudogene [Source:ZFIN;Acc:ZDB-GENEP-040724-6]",nucleic acid binding;metal ion binding;zinc ion binding,0.000149878,0.001293915,0,0.0000883,0.000967688,0.001011773,0.001197053,0.000810313,0.193099506,0.299196476,0.163837609,0.1728306,0.105569438,0.001361908,0.001000123,NA,-0.898653,-1.86788,-1.58577,-0.508522,0.369409274,0.001639042
ENSAMXG00000016700,NA,NA,[heparan sulfate]-glucosamine N-sulfotransferase activity;sulfotransferase activity;hydrolase activity;metabolic process,0.000296488,0.000558459,0,0.000227064,0.000879432,0.001008192,0.001829371,0.001523773,0.413185244,0.544870025,0.58784725,0.559792864,0.54725756,0.003329133,0.003497164,NA,-0.93045,-1.75732,-0.881377,-0.498852,0.627835427,0.003635559
ENSAMXG00000005062,ralgps2,Ral GEF with PH domain and SH3 binding motif 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1212],regulation of Ral protein signal transduction;positive regulation of GTPase activity;guanyl-nucleotide exchange factor activity;small GTPase mediated signal transduction;intracellular,0.00044889,0.001171476,0,0.00011972,0.000618252,0.001880207,0.000399106,0.000866858,0.1421873,0.09183488,0.48302,0.115490583,0.211706373,0.00086259,0.0012915,NA,NA,NA,NA,NA,0.320913733,0.001197318
ENSAMXG00000005565,clocka,clock circadian regulator a [Source:ZFIN;Acc:ZDB-GENE-990630-14],"protein binding;transcription factor complex;cytoplasm;protein dimerization activity;transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;positive regulation of transcription, DNA-templated;circadian rhythm;response to light stimulus;circadian regulation of gene expression;photoperiodism;ammonia homeostasis;response to temperature stimulus",0.000380735,0.000579909,0,0.000172909,0.000455544,0.001537557,0.001636006,0.001061688,0.234544267,0.467262675,0.584197167,0.583590771,0.367544388,0.002238502,0.001664179,NA,NA,NA,NA,NA,0.668851183,0.003397858
ENSAMXG00000019175,rbm22 (1 of 2),RNA binding motif protein 22 [Source:ZFIN;Acc:ZDB-GENE-040426-2298],NA,0.00026455,0.002432823,0,0,0.002725672,0.001359494,0.002204586,0.00218254,0.16186795,0.19147245,0.078125,0.06709641,0.06226051,0.001359494,0.00149177,NA,NA,NA,NA,NA,0.179731575,0.002204586
ENSAMXG00000019182,rbm22 (2 of 2),RNA binding motif protein 22 [Source:ZFIN;Acc:ZDB-GENE-040426-2298],nucleic acid binding;metal ion binding;zinc ion binding,0,0.00224329,0,0,0.001308987,0.002737281,0.000719942,0.000719942,0.10584696,0.10584696,0.3769711,0.224459357,0.224459357,0.001657367,0.001657367,NA,NA,NA,NA,NA,0.2692135,0.00161987
ENSAMXG00000011296,wif1,wnt inhibitory factor 1 [Source:ZFIN;Acc:ZDB-GENE-990712-17],protein binding;regulation of canonical Wnt signaling pathway;negative regulation of canonical Wnt signaling pathway;swim bladder development,0.0000882,0.000462963,0,0,0.000293945,0.00071649,0.000881834,0.000925926,0.4892593,0.4892593,0.369974,0.589052533,0.589052533,0.001598325,0.001642416,NA,NA,NA,NA,NA,0.0367261,0.000146972
ENSAMXG00000006084,lss,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]",intramolecular transferase activity;isomerase activity;catalytic activity;metabolic process,0.000370236,0.001915709,0.000102171,0.000745312,0.001866946,0.001509862,0.002478927,0.00197318,0.27927135,0.286117035,0.172875367,0.23912152,0.218787001,0.002895275,0.002627075,NA,NA,NA,NA,NA,0.331296681,0.002605364
