Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy.Molino,,Dxy_Rascon.Pachon,Dxy_Rascon.Tinaja,Fst_Rascon.Tinaja,Fst_Pachon.Rascon,Fst_RioChoy.Molino,Fst_RioChoy.Pachon,Fst_RioChoy.Tinaja,Dxy_RioChoy.Pachon,Dxy_RioChoy.Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
ENSAMXG00000038052,GABRB2,gamma-aminobutyric acid receptor subunit beta-2 [Source:NCBI gene;Acc:133886],,,,,,,,,0.00081878,0.00166465,,,,,,,,,,,,
ENSAMXG00000000184,foxp3a,forkhead box P3a [Source:ZFIN;Acc:ZDB-GENE-61116-2],,,,,,,,,0.00056465,0.00056465,,,,,,,,,,,,
ENSAMXG00000024639,col28a1b,"collagen, type XXVIII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-1653-1]",,,,,,,,,0.0010269,0.0014975,,,,,,,,,,,,
ENSAMXG00000006168,zgc:66484,spermine oxidase-like [Source:NCBI gene;Acc:1326971],,,,,,,,,0.00133463,0.00047733,,,,,,,,,,,,
ENSAMXG00000005829,ccdc173,coiled-coil domain containing 173 [Source:NCBI gene;Acc:1343159],,,,,,,,,0.00230939,0.0001171,,,,,,,,,,,,
ENSAMXG00000005704,ptprna,protein tyrosine phosphatase receptor type Na [Source:ZFIN;Acc:ZDB-GENE-3131-3511],,,,,,,,,0.00127822,0.00160594,,,,,,,,,,,,
ENSAMXG00000009394,taf6,"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:ZFIN;Acc:ZDB-GENE-4912-23]",,,,,,,,,0.00152086,0.00149099,,,,,,,,,,,,
ENSAMXG00000042493,mtus1b,microtubule associated scaffold protein 1 [Source:NCBI gene;Acc:17196922],,,,,,,,,0.0008683,0.00112031,,,,,,,,,,,,
ENSAMXG00000036521,map2k4a,mitogen-activated protein kinase kinase 4 [Source:NCBI gene;Acc:134518],,,,,,,,,0.00222265,0.00183825,,,,,,,,,,,,
ENSAMXG00000038906,cmya5,cardiomyopathy associated 5 [Source:ZFIN;Acc:ZDB-GENE-763-1],,,,,,,,,0.00098322,0.00102311,,,,,,,,,,,,
ENSAMXG00000031836, ,,,,,,,,,,0.0023199,0.00096813,,,,,,,,,,,,
ENSAMXG00000009215,ulk2,unc-51 like autophagy activating kinase 2 [Source:NCBI gene;Acc:132647],,,,,,,,,0.00128671,0.0012124,,,,,,,,,,,,
ENSAMXG00000037754,tor4ab,torsin-4A-like [Source:NCBI gene;Acc:1336549],,,,,,,,,0.00178742,0.00309786,,,,,,,,,,,,
ENSAMXG00000012369,TRIM67,tripartite motif containing 67 [Source:NCBI gene;Acc:132755],,,,,,,,,0.00163846,0.00113137,,,,,,,,,,,,
ENSAMXG00000014083,mfsd4b,major facilitator superfamily domain containing 4B [Source:NCBI gene;Acc:137368],,,,,,,,,0.0047167,0.00379631,,,,,,,,,,,,
ENSAMXG00000029489,tab2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:NCBI gene;Acc:1332786],,,,,,,,,0.00167118,0.00166023,,,,,,,,,,,,
ENSAMXG00000001131,FMN2,formin 2 [Source:NCBI gene;Acc:1327765],,,,,,,,,8.52E-06,0.00011369,,,,,,,,,,,,
ENSAMXG00000030491,adra1aa,alpha-1A adrenergic receptor-like [Source:NCBI gene;Acc:132413],,,,,,,,,0.00136279,0.00130875,,,,,,,,,,,,
ENSAMXG00000016234,atp8b2,ATPase phospholipid transporting 8B2 [Source:ZFIN;Acc:ZDB-GENE-3131-2474],,,,,,,,,0.00101593,0.00134571,,,,,,,,,,,,
ENSAMXG00000019979,lars1b,leucyl-tRNA synthetase 1 [Source:NCBI gene;Acc:1337167],,,,,,,,,0.00048411,0.00068097,,,,,,,,,,,,
ENSAMXG00000038346,zgc:56699,gametocyte-specific factor 1-like [Source:NCBI gene;Acc:1335367],,,,,,,,,0.00068469,0.00056561,,,,,,,,,,,,
ENSAMXG00000033334,tent5ab,protein FAM46A-like [Source:NCBI gene;Acc:1342328],,,,,,,,,0.0012949,0.00044585,,,,,,,,,,,,
ENSAMXG00000024981,PRSS35,inactive serine protease 35-like [Source:NCBI gene;Acc:1341614],,,,,,,,,0.00384558,0.00301939,,,,,,,,,,,,
ENSAMXG00000010782,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:2884],,,,,,,,,0.00088279,0.0009359,,,,,,,,,,,,
ENSAMXG00000001929,prpf6,pre-mRNA processing factor 6 [Source:NCBI gene;Acc:1327632],,,,,,,,,0.00249662,0.0015176,,,,,,,,,,,,
ENSAMXG00000029642,samd10b,sterile alpha motif domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-9312-179],,,,,,,,,0.00190412,0.00216203,,,,,,,,,,,,
ENSAMXG00000006669,GFI1,growth factor independent 1 transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4237],,,,,,,,,0.00130354,0.00129378,,,,,,,,,,,,
ENSAMXG00000029057,glmna,"glomulin, FKBP associated protein [Source:NCBI gene;Acc:17196996]",,,,,,,,,0.00091578,0.00090498,,,,,,,,,,,,
ENSAMXG00000043519,ppp2r2cb,"protein phosphatase 2, regulatory subunit B, gamma b [Source:ZFIN;Acc:ZDB-GENE-1353-75]",,,,,,,,,0.00010293,0,,,,,,,,,,,,
ENSAMXG00000011164,si:dkeyp-3f10.17,olfactory receptor 51I1-like [Source:NCBI gene;Acc:1336533],,,,,,,,,0.0004268,3.20E-05,,,,,,,,,,,,
ENSAMXG00000031806,edem2,"ER degradation enhancer, mannosidase alpha-like 2 [Source:ZFIN;Acc:ZDB-GENE-6519-1]",,,,,,,,,0.00246914,0.00183292,,,,,,,,,,,,
ENSAMXG00000014947,itga4,integrin alpha 4 [Source:ZFIN;Acc:ZDB-GENE-11411-18],,,,,,,,,0.00258799,0.00241005,,,,,,,,,,,,
ENSAMXG00000007853,,cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767],,,,,,,,,0.00092631,0.00190282,,,,,,,,,,,,
ENSAMXG00000000313,tnfrsfa,tumor necrosis factor receptor superfamily member 1B-like [Source:NCBI gene;Acc:1325853],,,,,,,,,0.003172,0.00263751,,,,,,,,,,,,
ENSAMXG00000003364,si:ch73-233k15.2,apolipoprotein L4-like [Source:NCBI gene;Acc:133577],,,,,,,,,0.00264435,0.00104912,,,,,,,,,,,,
ENSAMXG00000035699, ,,,,,,,,,,0.00424922,0.00124905,,,,,,,,,,,,
ENSAMXG00000030170,spint1b,kunitz-type protease inhibitor 1-like [Source:NCBI gene;Acc:1324868],,,,,,,,,0.00246665,0.00013825,,,,,,,,,,,,
ENSAMXG00000016060, ,protein tyrosine phosphatase non-receptor type 12 [Source:NCBI gene;Acc:1337814],,,,,,,,,0.00216991,0.00070153,,,,,,,,,,,,
ENSAMXG00000015605,evpla,envoplakin [Source:NCBI gene;Acc:1321637],,,,,,,,,0.00039969,0.00039241,,,,,,,,,,,,
ENSAMXG00000018093, ,proliferation-associated protein 2G4-like [Source:NCBI gene;Acc:1331777],,,,,,,,,0.00278351,0.00157702,,,,,,,,,,,,
ENSAMXG00000006216,plekhg5b,"pleckstrin homology domain containing, family G (with RhoGef domain) member 5b [Source:ZFIN;Acc:ZDB-GENE-998-6]",,,,,,,,,0.00187661,0.00130684,,,,,,,,,,,,
ENSAMXG00000001057, ,disks large-associated protein 4-like [Source:NCBI gene;Acc:133493],,,,,,,,,0.00092018,0.00177473,,,,,,,,,,,,
ENSAMXG00000000984,si:dkey-181m9.8,E3 ubiquitin-protein ligase RNF31-like [Source:NCBI gene;Acc:1346],,,,,,,,,0.0020017,0.00172397,,,,,,,,,,,,
ENSAMXG00000040154,st7,suppressor of tumorigenicity 7 protein homolog [Source:NCBI gene;Acc:1327792],,,,,,,,,0.00204369,0.00141915,,,,,,,,,,,,
ENSAMXG00000000404,zgc:66433,uncharacterized protein KIAA1211-like [Source:NCBI gene;Acc:1333648],,,,,,,,,0.00075853,0.00074378,,,,,,,,,,,,
ENSAMXG00000038853,,,,,,,,,,,0.00329535,0.00351474,,,,,,,,,,,,
ENSAMXG00000038696,anxa13,annexin A13 [Source:ZFIN;Acc:ZDB-GENE-146-1],,,,,,,,,0.00027263,0.00138586,,,,,,,,,,,,
ENSAMXG00000019869,gpr158a,G protein-coupled receptor 158a [Source:ZFIN;Acc:ZDB-GENE-613-18],,,,,,,,,0.00135923,0.0009532,,,,,,,,,,,,
ENSAMXG00000035491,wipf2b,"WAS/WASL interacting protein family, member 2b [Source:ZFIN;Acc:ZDB-GENE-4625-182]",,,,,,,,,0.00125366,0.00194398,,,,,,,,,,,,
ENSAMXG00000041449,pcdh1g9,,,,,,,,,,0.0060194,0.00629177,,,,,,,,,,,,
ENSAMXG00000011135,actn2b,alpha-actinin-2 [Source:NCBI gene;Acc:132416],,,,,,,,,0.00090879,0.00095775,,,,,,,,,,,,
ENSAMXG00000011163,ryr2b,ryanodine receptor 2b (cardiac) [Source:ZFIN;Acc:ZDB-GENE-61226-3],,,,,,,,,0.0015349,0.00151058,,,,,,,,,,,,
ENSAMXG00000038641,ttc7b,tetratricopeptide repeat domain 7B [Source:ZFIN;Acc:ZDB-GENE-715-3],,,,,,,,,0.00294625,0.00129317,,,,,,,,,,,,
ENSAMXG00000031540, ,C-type lectin domain family 6 member A-like [Source:NCBI gene;Acc:111195516],,,,,,,,,0.00414936,0.00261405,,,,,,,,,,,,
ENSAMXG00000039296,crybg1a,crystallin beta-gamma domain containing 1 [Source:NCBI gene;Acc:133272],,,,,,,,,0.00128136,0.00139887,,,,,,,,,,,,
ENSAMXG00000018834,zgc:154055,zgc:15455 [Source:ZFIN;Acc:ZDB-GENE-6929-612],,,,,,,,,0.00142571,0.00155598,,,,,,,,,,,,
ENSAMXG00000037791,yrdc,yrdC N6-threonylcarbamoyltransferase domain containing [Source:NCBI gene;Acc:1328553],,,,,,,,,0.0001706,8.10E-05,,,,,,,,,,,,
ENSAMXG00000031420, ,sosondowah ankyrin repeat domain family member B [Source:NCBI gene;Acc:1339733],,,,,,,,,0.00139772,0.00175268,,,,,,,,,,,,
ENSAMXG00000013252, ,WD repeat-containing protein 38 [Source:NCBI gene;Acc:13415],,,,,,,,,0.0017266,0.00056363,,,,,,,,,,,,
ENSAMXG00000013324,slc4a4b,solute carrier family 4 member 4b [Source:ZFIN;Acc:ZDB-GENE-913-1],,,,,,,,,0.00239994,0.00193471,,,,,,,,,,,,
ENSAMXG00000035957,nemp1,nuclear envelope integral membrane protein 1-like [Source:NCBI gene;Acc:1329128],,,,,,,,,0.00242436,0.00246255,,,,,,,,,,,,
ENSAMXG00000008032,adgrl2b.1,adhesion G protein-coupled receptor L2-like [Source:NCBI gene;Acc:1321546],,,,,,,,,0.00148973,0.00184416,,,,,,,,,,,,
ENSAMXG00000005855,gabra4,gamma-aminobutyric acid type A receptor subunit alpha4 [Source:NCBI gene;Acc:1323162],,,,,,,,,0.00569051,0.00308542,,,,,,,,,,,,
ENSAMXG00000015025,psap,prosaposin [Source:ZFIN;Acc:ZDB-GENE-218-1],,,,,,,,,0.00264429,0.0026307,,,,,,,,,,,,
ENSAMXG00000015075,abcg2c,ATP-binding cassette sub-family G member 2-like [Source:NCBI gene;Acc:1349],,,,,,,,,0.00176554,0.00135692,,,,,,,,,,,,
ENSAMXG00000032292,,caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:HGNC Symbol;Acc:HGNC:288],,,,,,,,,0.00224075,0.00078321,,,,,,,,,,,,
ENSAMXG00000019988,gigyf1b,GRB1-interacting GYF protein 1-like [Source:NCBI gene;Acc:133193],,,,,,,,,0.00350202,0.00327994,,,,,,,,,,,,
ENSAMXG00000035007,C1orf198,chromosome 3 C1orf198 homolog [Source:NCBI gene;Acc:132318],,,,,,,,,0.00207182,0.00205884,,,,,,,,,,,,
ENSAMXG00000030098, ,,,,,,,,,,0.00167932,0.0014102,,,,,,,,,,,,
ENSAMXG00000004407,phip,pleckstrin homology domain interacting protein [Source:ZFIN;Acc:ZDB-GENE-528-261],,,,,,,,,0.00067134,0.00054811,,,,,,,,,,,,
ENSAMXG00000030687, ,,,,,,,,,,0.00046544,0.00046544,,,,,,,,,,,,
ENSAMXG00000006380,kirrel3a,kirre like nephrin family adhesion molecule 3a [Source:ZFIN;Acc:ZDB-GENE-91117-44],,,,,,,,,0.00131139,0.0006028,,,,,,,,,,,,
ENSAMXG00000019600,c3a.1,"complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-99415-35]",,,,,,,,,0.00400153,0.00389855,,,,,,,,,,,,
ENSAMXG00000040031,,,,,,,,,,,0.00094467,0.00168067,,,,,,,,,,,,
ENSAMXG00000032741,,,,,,,,,,,7.22E-05,0.00012266,,,,,,,,,,,,
ENSAMXG00000031508,sipa1l3,signal-induced proliferation-associated 1 like 3 [Source:ZFIN;Acc:ZDB-GENE-542-19],,,,,,,,,0.00171281,0.00123338,,,,,,,,,,,,
ENSAMXG00000034874,sb:cb81,mRNA decay activator protein ZFP36L1-like [Source:NCBI gene;Acc:1338797],,,,,,,,,0.00429028,0.00288646,,,,,,,,,,,,
ENSAMXG00000030010,mfsd12a,major facilitator superfamily domain-containing protein 12-like [Source:NCBI gene;Acc:1335837],,,,,,,,,0.00156693,0.00114105,,,,,,,,,,,,
ENSAMXG00000032315,rskra,putative serine/threonine-protein kinase F31E3.2 [Source:NCBI gene;Acc:133447],,,,,,,,,0.00233458,0.00312786,,,,,,,,,,,,
ENSAMXG00000006488,hcfc1b,host cell factor C1 [Source:NCBI gene;Acc:134451],,,,,,,,,0.00053498,0.00067276,,,,,,,,,,,,
ENSAMXG00000017118,hdac6,histone deacetylase 6 [Source:ZFIN;Acc:ZDB-GENE-3131-3232],,,,,,,,,0.0009824,0.00126025,,,,,,,,,,,,
ENSAMXG00000017161,pcsk1nl,"proprotein convertase subtilisin/kexin type 1 inhibitor, like [Source:ZFIN;Acc:ZDB-GENE-9427-2]",,,,,,,,,0.00588749,0.0022767,,,,,,,,,,,,
ENSAMXG00000036235,grip2a,glutamate receptor interacting protein 2a [Source:ZFIN;Acc:ZDB-GENE-8114-132],,,,,,,,,0.00075032,0.00086284,,,,,,,,,,,,
ENSAMXG00000016006,phtf2,putative homeodomain transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-4711-4],,,,,,,,,0.0007249,0.00050099,,,,,,,,,,,,
ENSAMXG00000019099,piezo2a.2,piezo-type mechanosensitive ion channel component 2-like [Source:NCBI gene;Acc:1347759],,,,,,,,,0.00143051,0.00082669,,,,,,,,,,,,
ENSAMXG00000005579,cxxc5a,CXXC finger protein 5 [Source:NCBI gene;Acc:132338],,,,,,,,,0.00155248,0,,,,,,,,,,,,
ENSAMXG00000030495,yipf5,Yip1 domain family member 5 [Source:NCBI gene;Acc:134323],,,,,,,,,0.00049076,0.0003701,,,,,,,,,,,,
ENSAMXG00000014081,fam169ab,soluble lamin-associated protein of 75 kDa [Source:NCBI gene;Acc:1347736],,,,,,,,,0.00162149,0.00199324,,,,,,,,,,,,
ENSAMXG00000041721, ,,,,,,,,,,0.00159698,0.00200348,,,,,,,,,,,,
ENSAMXG00000000197,stk38a,serine/threonine-protein kinase 38 [Source:NCBI gene;Acc:1323219],,,,,,,,,0.00121795,0.00088707,,,,,,,,,,,,
ENSAMXG00000000186,sema3ga,semaphorin-3F-like [Source:NCBI gene;Acc:1322597],,,,,,,,,0.0007314,0.00124326,,,,,,,,,,,,
ENSAMXG00000000179,cacna1sb,"calcium channel, voltage-dependent, L type, alpha 1S subunit, b [Source:ZFIN;Acc:ZDB-GENE-51227-1]",,,,,,,,,0.00112986,0.00084155,,,,,,,,,,,,
ENSAMXG00000019548,tspan9a,tetraspanin-9-like [Source:NCBI gene;Acc:1332257],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000041028,ttc38,tetratricopeptide repeat domain 38 [Source:NCBI gene;Acc:1332758],,,,,,,,,0.00074118,0.00024197,,,,,,,,,,,,
ENSAMXG00000019633,mical3a,"microtubule associated monooxygenase, calponin and LIM domain containing 3a [Source:NCBI gene;Acc:42881]",,,,,,,,,0.00153253,0.00072878,,,,,,,,,,,,
ENSAMXG00000019690,utp4,UTP4 small subunit processome component [Source:NCBI gene;Acc:1333628],,,,,,,,,0.00018721,2.11E-05,,,,,,,,,,,,
ENSAMXG00000029363,vps9d1,VPS9 domain containing 1 [Source:NCBI gene;Acc:133774],,,,,,,,,0.0015205,0.00158031,,,,,,,,,,,,
ENSAMXG00000031880,uri1,URI1 prefoldin like chaperone [Source:NCBI gene;Acc:1338981],,,,,,,,,0.00188958,0.00170753,,,,,,,,,,,,
ENSAMXG00000020135,ric8b,RIC8 guanine nucleotide exchange factor B [Source:NCBI gene;Acc:1343217],,,,,,,,,0.0004515,4.30E-05,,,,,,,,,,,,
ENSAMXG00000003102, ,gastricsin-like [Source:NCBI gene;Acc:1331313],,,,,,,,,0.0009333,0.00145193,,,,,,,,,,,,
ENSAMXG00000043384,,,,,,,,,,,0.00280134,0.00588794,,,,,,,,,,,,
ENSAMXG00000032020,,polymeric immunoglobulin receptor-like [Source:NCBI gene;Acc:1335383],,,,,,,,,0.00305616,0.0023375,,,,,,,,,,,,
ENSAMXG00000015877,igf2bp1,insulin like growth factor 2 mRNA binding protein 1 [Source:NCBI gene;Acc:1323726],,,,,,,,,0.0009154,0.00088115,,,,,,,,,,,,
ENSAMXG00000012536,trim3a,tripartite motif containing 3a [Source:ZFIN;Acc:ZDB-GENE-8522-4],,,,,,,,,0.0029028,0.00158221,,,,,,,,,,,,
ENSAMXG00000014753,wdr95,WD repeat-containing protein on Y chromosome-like [Source:NCBI gene;Acc:1321898],,,,,,,,,0.00144319,0.00163208,,,,,,,,,,,,
ENSAMXG00000003075,aatka,serine/threonine-protein kinase LMTK1-like [Source:NCBI gene;Acc:1327259],,,,,,,,,0.000712,0.00035644,,,,,,,,,,,,
ENSAMXG00000040353,baiap2a,brain-specific angiogenesis inhibitor 1-associated protein 2-like [Source:NCBI gene;Acc:1327763],,,,,,,,,0.00073169,0.00017027,,,,,,,,,,,,
ENSAMXG00000020964,sdk2a,sidekick cell adhesion molecule 2a [Source:ZFIN;Acc:ZDB-GENE-918-1],,,,,,,,,0.00168455,0.00179118,,,,,,,,,,,,
ENSAMXG00000031018,sec22c,"SEC22 homolog C, vesicle trafficking protein [Source:ZFIN;Acc:ZDB-GENE-6227-2]",,,,,,,,,0.00084719,0.00084256,,,,,,,,,,,,
ENSAMXG00000014865,nktr,natural killer cell triggering receptor [Source:ZFIN;Acc:ZDB-GENE-3131-1725],,,,,,,,,0.0031793,0.00100112,,,,,,,,,,,,
ENSAMXG00000032018,mcm3l,maternal DNA replication licensing factor mcm3-like [Source:NCBI gene;Acc:1327693],,,,,,,,,0.00155988,0.00103996,,,,,,,,,,,,
ENSAMXG00000034031, ,,,,,,,,,,0.00213509,0.00208657,,,,,,,,,,,,
ENSAMXG00000030880,slc52a3,solute carrier family 52 member 3 [Source:NCBI gene;Acc:132916],,,,,,,,,0.00278433,0.00080907,,,,,,,,,,,,
ENSAMXG00000012896,pggt1b,"protein geranylgeranyltransferase type I, beta subunit [Source:ZFIN;Acc:ZDB-GENE-5913-85]",,,,,,,,,0.00066457,0.00214516,,,,,,,,,,,,
ENSAMXG00000006192,es1,es1 protein [Source:NCBI gene;Acc:3237],,,,,,,,,7.30E-05,7.30E-05,,,,,,,,,,,,
ENSAMXG00000030885,si:dkeyp-14d3.1,transmembrane protein 132C [Source:NCBI gene;Acc:1326373],,,,,,,,,0.00077878,0.0014265,,,,,,,,,,,,
ENSAMXG00000010349,sema3aa,semaphorin-3aa-like [Source:NCBI gene;Acc:1323715],,,,,,,,,0.0010363,0.00142795,,,,,,,,,,,,
ENSAMXG00000035798,abi2b,abl interactor 2 [Source:NCBI gene;Acc:1321515],,,,,,,,,0.00113211,0.00185089,,,,,,,,,,,,
ENSAMXG00000018985,nop2,NOP2 nucleolar protein [Source:NCBI gene;Acc:1328554],,,,,,,,,0.00055224,0.00060599,,,,,,,,,,,,
ENSAMXG00000018856,sema6e,semaphorin-6D [Source:NCBI gene;Acc:1322457],,,,,,,,,0.00060319,0.00056024,,,,,,,,,,,,
ENSAMXG00000011972,slc12a7b,solute carrier family 12 member 7-like [Source:NCBI gene;Acc:1331657],,,,,,,,,0.0006745,0.00143829,,,,,,,,,,,,
ENSAMXG00000029587,pibf1,progesterone immunomodulatory binding factor 1 [Source:NCBI gene;Acc:1334454],,,,,,,,,0.00089031,0.00098398,,,,,,,,,,,,
ENSAMXG00000016150,ywhaba,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:NCBI gene;Acc:1326368],,,,,,,,,0.00305432,0.00323457,,,,,,,,,,,,
ENSAMXG00000038316,tmtops2a,,,,,,,,,,0.00196721,0.00031503,,,,,,,,,,,,
ENSAMXG00000012679,col28a2b,"collagen, type XXVIII, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-1353-762]",,,,,,,,,0.00095499,0.00038135,,,,,,,,,,,,
ENSAMXG00000019244,arxb,aristaless-related homeobox protein-like [Source:NCBI gene;Acc:13457],,,,,,,,,0.00011143,0.00011215,,,,,,,,,,,,
ENSAMXG00000041207,ripply1,ripply transcriptional repressor 1 [Source:NCBI gene;Acc:654446],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000016383,stk10,serine/threonine-protein kinase 1 [Source:NCBI gene;Acc:134164],,,,,,,,,0.00116416,0.00143672,,,,,,,,,,,,
ENSAMXG00000030727,grin1a,"glutamate receptor, ionotropic, N-methyl D-aspartate 1a [Source:ZFIN;Acc:ZDB-GENE-5122-1]",,,,,,,,,0.00095076,0.00030443,,,,,,,,,,,,
ENSAMXG00000008851,ptpdc1b,protein tyrosine phosphatase domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-9312-138],,,,,,,,,0.00124835,0.00199888,,,,,,,,,,,,
ENSAMXG00000004956,atg5,autophagy related 5 [Source:NCBI gene;Acc:1347871],,,,,,,,,0.00330784,0.00470929,,,,,,,,,,,,
ENSAMXG00000038716,rabl3,"RAB, member of RAS oncogene family like 3 [Source:NCBI gene;Acc:1341457]",,,,,,,,,0.00128802,0.00066534,,,,,,,,,,,,
ENSAMXG00000008925,and3,leucine-rich repeat extensin-like protein 5 [Source:NCBI gene;Acc:1322111],,,,,,,,,0.00107411,0.00103187,,,,,,,,,,,,
ENSAMXG00000016351,fhit,fragile histidine triad diadenosine triphosphatase [Source:ZFIN;Acc:ZDB-GENE-4426-173],,,,,,,,,0.00295635,0.00305138,,,,,,,,,,,,
ENSAMXG00000043730,chpfa,chondroitin sulfate synthase 2-like [Source:NCBI gene;Acc:134456],,,,,,,,,0.00145153,0.00271705,,,,,,,,,,,,
ENSAMXG00000019135,si:ch211-37e10.2,si:ch211-37e1.2 [Source:ZFIN;Acc:ZDB-GENE-131121-415],,,,,,,,,0.00265054,0.00202926,,,,,,,,,,,,
ENSAMXG00000001871,,,,,,,,,,,0.00460804,0.00468378,,,,,,,,,,,,
ENSAMXG00000001107,,rab11 family-interacting protein 1-like [Source:NCBI gene;Acc:132848],,,,,,,,,0.00046604,0.00049849,,,,,,,,,,,,
ENSAMXG00000018800,tfap4,transcription factor AP-4 [Source:NCBI gene;Acc:133142],,,,,,,,,0.00108061,0.00046152,,,,,,,,,,,,
ENSAMXG00000013928,,aryl hydrocarbon receptor-like [Source:NCBI gene;Acc:13377],,,,,,,,,0.00409059,0.0034314,,,,,,,,,,,,
ENSAMXG00000039691,,,,,,,,,,,0.00269828,0.00315776,,,,,,,,,,,,
ENSAMXG00000030888,chm,CHM Rab escort protein [Source:ZFIN;Acc:ZDB-GENE-3318-2],,,,,,,,,0.00015452,0.00024779,,,,,,,,,,,,
ENSAMXG00000019956,tmem88a,transmembrane protein 88 a [Source:ZFIN;Acc:ZDB-GENE-4426-188],,,,,,,,,0.00437724,0.00135296,,,,,,,,,,,,
ENSAMXG00000034142,,transmembrane protein 196 [Source:NCBI gene;Acc:1338744],,,,,,,,,0.00020667,0.00078534,,,,,,,,,,,,
ENSAMXG00000004677, ,,,,,,,,,,0.00067145,0.00038965,,,,,,,,,,,,
ENSAMXG00000029390,fam193b,family with sequence similarity 193 member B [Source:ZFIN;Acc:ZDB-GENE-11112-1],,,,,,,,,0.00063379,0.00072442,,,,,,,,,,,,
ENSAMXG00000040283,jakmip3,Janus kinase and microtubule interacting protein 3 [Source:ZFIN;Acc:ZDB-GENE-1914-6],,,,,,,,,0.00127548,0.00033229,,,,,,,,,,,,
ENSAMXG00000036224,PHB,prohibitin [Source:NCBI gene;Acc:1331128],,,,,,,,,0.00015633,5.21E-05,,,,,,,,,,,,
ENSAMXG00000025400,phospho1,phosphoethanolamine/phosphocholine phosphatase 1 [Source:NCBI gene;Acc:12812],,,,,,,,,0.00170311,0.00100681,,,,,,,,,,,,
ENSAMXG00000043889,natd1,N-acetyltransferase domain containing 1 [Source:NCBI gene;Acc:1329859],,,,,,,,,0.00360026,0.00257425,,,,,,,,,,,,
ENSAMXG00000035004,tmem11,transmembrane protein 11 [Source:NCBI gene;Acc:47695],,,,,,,,,0.00347498,0.00345029,,,,,,,,,,,,
ENSAMXG00000032278,mapk8ip3,mitogen-activated protein kinase 8 interacting protein 3 [Source:NCBI gene;Acc:1335578],,,,,,,,,0.00079602,0.00049898,,,,,,,,,,,,
ENSAMXG00000000568,eftud2,elongation factor Tu GTP binding domain containing 2 [Source:NCBI gene;Acc:1326464],,,,,,,,,0.00029281,0.00034076,,,,,,,,,,,,
ENSAMXG00000041549,si:ch211-23l10.3,si:ch211-23l1.3 [Source:ZFIN;Acc:ZDB-GENE-9124-25],,,,,,,,,0.00167045,0.00166131,,,,,,,,,,,,
ENSAMXG00000038189,slc17a7a,vesicular glutamate transporter 1-like [Source:NCBI gene;Acc:1324379],,,,,,,,,0.00190355,0.00124836,,,,,,,,,,,,
ENSAMXG00000000545,zgc:55558,GTPase HRas-like [Source:NCBI gene;Acc:1323536],,,,,,,,,6.77E-05,0,,,,,,,,,,,,
ENSAMXG00000000544,pold1,"DNA polymerase delta 1, catalytic subunit [Source:NCBI gene;Acc:1323852]",,,,,,,,,0.00035541,0.00040774,,,,,,,,,,,,
ENSAMXG00000000542,gys1,glycogen synthase 1 (muscle) [Source:ZFIN;Acc:ZDB-GENE-4426-1243],,,,,,,,,0.00035704,0.0017859,,,,,,,,,,,,
ENSAMXG00000000528,atp6v0a1a,ATPase H+ transporting V subunit a1 [Source:NCBI gene;Acc:134666],,,,,,,,,0.00117556,0.00126968,,,,,,,,,,,,
ENSAMXG00000000476,si:ch211-210g13.5,inactive phospholipase C-like protein 2 [Source:NCBI gene;Acc:1345997],,,,,,,,,0.00027265,0.00022061,,,,,,,,,,,,
ENSAMXG00000032340,nkiras2,NFKB inhibitor interacting Ras like 2 [Source:NCBI gene;Acc:1343349],,,,,,,,,0.00295726,0.00300679,,,,,,,,,,,,
ENSAMXG00000017886,nmt1a,N-myristoyltransferase 1 [Source:NCBI gene;Acc:1344353],,,,,,,,,0.00020199,5.48E-05,,,,,,,,,,,,
ENSAMXG00000041717, ,"putative all-trans-retinol 13,14-reductase [Source:NCBI gene;Acc:1719683]",,,,,,,,,0.00102403,0.00024651,,,,,,,,,,,,
ENSAMXG00000033158,znf281a,zinc finger protein 281-like [Source:NCBI gene;Acc:1345148],,,,,,,,,0.00121785,0.00110068,,,,,,,,,,,,
