"","Gene_stable_ID","Gene_name","Comparison","logFC","PValue","study_specific_gene_details","Condition","Publication"
"15576","ENSAMXG00000025915","rpp25l","Molino-Rio Choy",0.106825762,0.470826542,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15577","ENSAMXG00000012191","gpat3","Molino-Rio Choy",0.169133216,0.470922513,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15578","ENSAMXG00000009644","gsnb","Molino-Rio Choy",0.518062766,0.471050646,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15581","ENSAMXG00000007218","anks3","Molino-Rio Choy",-0.963757816,0.471119385,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15586","ENSAMXG00000010596","ca9","Molino-Rio Choy",0.264166738,0.471642842,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15587","ENSAMXG00000007343","tfeb","Molino-Rio Choy",0.63845473,0.471733835,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15589","ENSAMXG00000005871","guf1","Molino-Rio Choy",0.377872686,0.47209811,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15590","ENSAMXG00000019223","arvcfa","Molino-Rio Choy",0.317424137,0.472140678,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15593","ENSAMXG00000026288","hcar1-3 (3 of 4)","Molino-Rio Choy",-0.445825879,0.472615332,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15596","ENSAMXG00000001048","zgc:112332","Molino-Rio Choy",1.119678297,0.472763982,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15597","ENSAMXG00000014301","flt1","Molino-Rio Choy",0.441387421,0.472776967,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15600","ENSAMXG00000015220","svilc","Molino-Rio Choy",-0.119289671,0.473095121,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15602","ENSAMXG00000005122","wdr44","Molino-Rio Choy",-0.217703248,0.473239035,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15605","ENSAMXG00000001330","acap2","Molino-Rio Choy",0.071686704,0.473958721,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15607","ENSAMXG00000009696","ptprt","Molino-Rio Choy",1.039760614,0.474053737,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15608","ENSAMXG00000015047","foxp1b","Molino-Rio Choy",0.956989488,0.474061494,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15609","ENSAMXG00000016118","myo19","Molino-Rio Choy",1.027342373,0.474061903,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15613","ENSAMXG00000003955","phyh","Molino-Rio Choy",-0.098608072,0.474416742,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15614","ENSAMXG00000015824","klhdc8b","Molino-Rio Choy",0.907489623,0.474600757,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15616","ENSAMXG00000009916","fndc3a","Molino-Rio Choy",0.113550406,0.474806101,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15617","ENSAMXG00000015541","esco1","Molino-Rio Choy",0.375891058,0.474940287,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15618","ENSAMXG00000011448","uhrf1bp1","Molino-Rio Choy",0.531971159,0.475084522,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15625","ENSAMXG00000018508","tmem30ab","Molino-Rio Choy",-0.03919626,0.475573829,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15626","ENSAMXG00000025607","gpr12","Molino-Rio Choy",-0.160570642,0.475632145,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15627","ENSAMXG00000014639","sin3b","Molino-Rio Choy",0.258096243,0.475643602,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15628","ENSAMXG00000014426","lnx2a","Molino-Rio Choy",-0.103032385,0.475653127,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15630","ENSAMXG00000003240","stam2","Molino-Rio Choy",0.077613399,0.476364725,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15631","ENSAMXG00000018477","ggcx","Molino-Rio Choy",-0.070927074,0.476543647,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15633","ENSAMXG00000012065","nacc1b","Molino-Rio Choy",-0.962415617,0.476719963,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15634","ENSAMXG00000020094","si:dkeyp-50d11.2","Molino-Rio Choy",0.553159874,0.476784814,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15635","ENSAMXG00000021203","med30","Molino-Rio Choy",0.079505623,0.476853764,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15637","ENSAMXG00000002228","si:dkey-23f9.4","Molino-Rio Choy",-0.19345028,0.477170519,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15639","ENSAMXG00000006100","mcm3ap","Molino-Rio Choy",0.209394718,0.477363788,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15641","ENSAMXG00000010783","top2b","Molino-Rio Choy",-0.188829503,0.477487714,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15643","ENSAMXG00000003386","st3gal2","Molino-Rio Choy",0.275912563,0.477892063,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15644","ENSAMXG00000004333","dtna","Molino-Rio Choy",0.804446284,0.478005496,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15645","ENSAMXG00000011092","TRPM7 (3 of 4)","Molino-Rio Choy",-0.867774639,0.478088958,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15646","ENSAMXG00000007970","orc4","Molino-Rio Choy",-0.157809087,0.478098254,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15648","ENSAMXG00000013040","pbx1b","Molino-Rio Choy",-0.76603283,0.478313817,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15649","ENSAMXG00000006271","ccdc40","Molino-Rio Choy",1.090158117,0.478335333,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15651","ENSAMXG00000007957","arsg","Molino-Rio Choy",-0.336427407,0.478559079,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15654","ENSAMXG00000007774","ptgs1","Molino-Rio Choy",-0.063477083,0.478722806,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15656","ENSAMXG00000014686","cep350","Molino-Rio Choy",0.140309599,0.479213059,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15663","ENSAMXG00000025374","pomgnt2","Molino-Rio Choy",-0.086493239,0.480361969,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15664","ENSAMXG00000025198","ANKRD34C","Molino-Rio Choy",0.283817154,0.480379699,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15665","ENSAMXG00000020626","fam83hb","Molino-Rio Choy",0.130499617,0.480401341,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15668","ENSAMXG00000012878","tspan15","Molino-Rio Choy",0.08767825,0.481009521,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15669","ENSAMXG00000001091","rubcn","Molino-Rio Choy",-0.184844812,0.481060368,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15672","ENSAMXG00000000507","kcnq5b","Molino-Rio Choy",0.385496145,0.481309858,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15673","ENSAMXG00000025030","junba","Molino-Rio Choy",-0.102591958,0.481465608,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15679","ENSAMXG00000018947","apc2","Molino-Rio Choy",0.275721991,0.481855111,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15682","ENSAMXG00000007345","oxnad1","Molino-Rio Choy",0.391652108,0.482166704,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15684","ENSAMXG00000026121","kbtbd11","Molino-Rio Choy",0.137190658,0.482539358,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15685","ENSAMXG00000015971","rhoq","Molino-Rio Choy",0.165311563,0.482639389,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15686","ENSAMXG00000016372","ptprga","Molino-Rio Choy",0.561833646,0.482643124,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15687","ENSAMXG00000005388","slc10a7","Molino-Rio Choy",-0.205432489,0.482675855,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15688","ENSAMXG00000013636","abhd2b","Molino-Rio Choy",0.067695681,0.482698299,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15689","ENSAMXG00000010138","ano7","Molino-Rio Choy",-0.405663832,0.482704001,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15690","ENSAMXG00000000549","shprh","Molino-Rio Choy",0.336541268,0.482748734,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15691","ENSAMXG00000021477","cstf2","Molino-Rio Choy",-0.157962293,0.482802128,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15692","ENSAMXG00000002763","chsy1","Molino-Rio Choy",0.188765502,0.482864016,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15697","ENSAMXG00000010030","setdb1a","Molino-Rio Choy",-0.184959168,0.48317876,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15698","ENSAMXG00000005810","DPEP3","Molino-Rio Choy",-0.556940167,0.483237598,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15700","ENSAMXG00000008278","pld2","Molino-Rio Choy",-0.310448546,0.483278326,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15701","ENSAMXG00000004898","zbtb39","Molino-Rio Choy",-0.125715143,0.483285399,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15702","ENSAMXG00000016400","supt20","Molino-Rio Choy",0.139476966,0.48344151,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15703","ENSAMXG00000002861","myh11b","Molino-Rio Choy",-1.00539365,0.483486306,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15705","ENSAMXG00000017949","tbc1d32","Molino-Rio Choy",1.211946303,0.483547745,NA,"Between morph","Mack_et_al_2020"
"15706","ENSAMXG00000026355","b3galt9","Molino-Rio Choy",-0.193414149,0.483550188,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15707","ENSAMXG00000016797","seh1l","Molino-Rio Choy",-0.140339842,0.483572085,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15708","ENSAMXG00000001489","scn8ab","Molino-Rio Choy",0.166227646,0.483624982,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15709","ENSAMXG00000012446","xgb","Molino-Rio Choy",0.527253528,0.483654824,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15710","ENSAMXG00000004995","si:dkey-11k2.7","Molino-Rio Choy",0.111527871,0.483679145,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15714","ENSAMXG00000021797","supt16h","Molino-Rio Choy",0.21040767,0.484299727,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15715","ENSAMXG00000015587","glmp","Molino-Rio Choy",0.123848747,0.484309593,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15716","ENSAMXG00000012844","cdo1","Molino-Rio Choy",0.086079926,0.484405307,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15717","ENSAMXG00000007740","arxa","Molino-Rio Choy",-0.099642999,0.484516834,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15718","ENSAMXG00000002431","rbfox1","Molino-Rio Choy",-0.209615018,0.484797737,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15719","ENSAMXG00000010301","wdr62","Molino-Rio Choy",0.172892404,0.484815664,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15723","ENSAMXG00000007046","siah2l","Molino-Rio Choy",-0.088101715,0.485362576,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15724","ENSAMXG00000019589","slc26a6","Molino-Rio Choy",0.302979878,0.485524363,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15725","ENSAMXG00000003970","adm2b","Molino-Rio Choy",0.202435407,0.485565259,"Arrhythmic","Between morph","Mack_et_al_2020"
"15726","ENSAMXG00000000127","knstrn","Molino-Rio Choy",0.319473772,0.485617286,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15727","ENSAMXG00000007255","rhobtb2a","Molino-Rio Choy",-0.486408256,0.485618081,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15731","ENSAMXG00000015389","zc3h7ba","Molino-Rio Choy",-0.347120542,0.485782838,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15732","ENSAMXG00000008811","snap91a","Molino-Rio Choy",0.936249903,0.485896382,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15735","ENSAMXG00000024921","macir","Molino-Rio Choy",0.124270983,0.485981168,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15738","ENSAMXG00000012859","ptprfa","Molino-Rio Choy",0.469628207,0.486177315,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15742","ENSAMXG00000018240","g6pca.2","Molino-Rio Choy",-0.12814556,0.487104615,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15745","ENSAMXG00000015063","ubn2b","Molino-Rio Choy",-0.207608251,0.487240148,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15747","ENSAMXG00000025097","mc2r","Molino-Rio Choy",0.504630992,0.487323528,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15748","ENSAMXG00000009880","chia.1","Molino-Rio Choy",-0.079121599,0.48751762,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15750","ENSAMXG00000020489","brf1b","Molino-Rio Choy",-0.841075535,0.487606183,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15751","ENSAMXG00000019878","fbxo33","Molino-Rio Choy",0.370931401,0.487609211,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15752","ENSAMXG00000006864","ssh1b","Molino-Rio Choy",0.328321744,0.487689004,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15753","ENSAMXG00000018638","evi5l","Molino-Rio Choy",0.705606314,0.487803256,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15754","ENSAMXG00000010215","enah","Molino-Rio Choy",-0.065516885,0.48799094,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15755","ENSAMXG00000005666","b4galnt3a","Molino-Rio Choy",-0.152398506,0.488165638,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15756","ENSAMXG00000011185","sall3a","Molino-Rio Choy",-0.202878072,0.488204134,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15758","ENSAMXG00000002955","lrrc45","Molino-Rio Choy",-0.113522758,0.488493691,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15759","ENSAMXG00000019973","naa25","Molino-Rio Choy",-1.116463913,0.488503905,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15760","ENSAMXG00000008590","FAM189A2 (2 of 2)","Molino-Rio Choy",0.444996758,0.488567461,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15762","ENSAMXG00000012965","wnt10b","Molino-Rio Choy",0.394635626,0.488764219,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15764","ENSAMXG00000025051","or101-1","Molino-Rio Choy",0.30144367,0.48884159,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15765","ENSAMXG00000011146","pcdh11","Molino-Rio Choy",0.291955492,0.489032331,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15770","ENSAMXG00000009762","gkup","Molino-Rio Choy",-0.219436419,0.489963925,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15772","ENSAMXG00000015964","ctif","Molino-Rio Choy",1.04373702,0.490097636,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15777","ENSAMXG00000011913","trpc2a","Molino-Rio Choy",0.775498393,0.490386177,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15779","ENSAMXG00000016992","ext1a","Molino-Rio Choy",0.091283801,0.490419287,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15781","ENSAMXG00000015173","prickle2a","Molino-Rio Choy",0.140529648,0.490616879,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15783","ENSAMXG00000011666","mbtd1","Molino-Rio Choy",0.335237064,0.490682963,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15784","ENSAMXG00000009656","cfap77","Molino-Rio Choy",-0.756710155,0.490684888,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15786","ENSAMXG00000003827","axin1","Molino-Rio Choy",0.461912444,0.490893748,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15789","ENSAMXG00000025936","syndig1l","Molino-Rio Choy",0.201389435,0.490958767,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15790","ENSAMXG00000011509","mmp13b","Molino-Rio Choy",0.175109019,0.491017942,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15797","ENSAMXG00000012382","mindy2","Molino-Rio Choy",0.410096641,0.49126137,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15799","ENSAMXG00000004707","csgalnact2","Molino-Rio Choy",-0.038713437,0.491469108,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15801","ENSAMXG00000000461","cdc42bpaa","Molino-Rio Choy",0.415892864,0.49157161,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15804","ENSAMXG00000010513","ccdc88b","Molino-Rio Choy",-0.683506008,0.491839468,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15807","ENSAMXG00000013350","camta1a","Molino-Rio Choy",0.378814671,0.492433307,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15808","ENSAMXG00000012189","arid2","Molino-Rio Choy",0.156988453,0.49253607,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15809","ENSAMXG00000025891","si:dkey-202l22.6","Molino-Rio Choy",0.170562004,0.492704856,"Arrhythmic","Between morph","Mack_et_al_2020"
"15810","ENSAMXG00000017170","banp","Molino-Rio Choy",-0.135322564,0.492911033,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15811","ENSAMXG00000004559","vrk2","Molino-Rio Choy",-0.266572597,0.493082408,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15812","ENSAMXG00000012721","sh3rf3","Molino-Rio Choy",-0.649271091,0.493087505,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15815","ENSAMXG00000017690","lsm14aa","Molino-Rio Choy",-0.054055386,0.493628596,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15817","ENSAMXG00000002892","col1a1b","Molino-Rio Choy",0.106938949,0.493745172,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15820","ENSAMXG00000003997","ppp6r2b","Molino-Rio Choy",-0.401491611,0.493938033,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15821","ENSAMXG00000012532","rassf4a","Molino-Rio Choy",0.13423876,0.494118682,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15822","ENSAMXG00000002600","usp46","Molino-Rio Choy",-0.616432448,0.494135984,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15824","ENSAMXG00000011439","arhgef39","Molino-Rio Choy",-0.878392607,0.49432503,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15827","ENSAMXG00000012967","slc12a5b","Molino-Rio Choy",1.010393357,0.494516354,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15828","ENSAMXG00000002933","dgkd","Molino-Rio Choy",0.63034323,0.494580947,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15829","ENSAMXG00000017235","rassf8a","Molino-Rio Choy",0.086911477,0.494662129,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15830","ENSAMXG00000002937","ctnnb2","Molino-Rio Choy",-0.076491178,0.494744675,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15833","ENSAMXG00000000062","cep162","Molino-Rio Choy",0.531890681,0.495201501,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15834","ENSAMXG00000011891","snx9a","Molino-Rio Choy",0.141190446,0.495223956,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15840","ENSAMXG00000025911","foxg1a","Molino-Rio Choy",-0.105668963,0.495914301,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15843","ENSAMXG00000005860","afap1l1b","Molino-Rio Choy",-0.114114559,0.496198519,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15847","ENSAMXG00000005512","herc3","Molino-Rio Choy",0.97087409,0.496409665,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15850","ENSAMXG00000003799","pax7a","Molino-Rio Choy",0.158231461,0.496908435,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15851","ENSAMXG00000001563","ankrd34bb","Molino-Rio Choy",0.725042653,0.497068615,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15853","ENSAMXG00000001662","gpatch2","Molino-Rio Choy",0.121926998,0.497086839,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15856","ENSAMXG00000020117","ush1gb","Molino-Rio Choy",-0.835653506,0.497194398,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15857","ENSAMXG00000016782","si:ch211-236l14.4","Molino-Rio Choy",0.170520337,0.497243362,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15858","ENSAMXG00000002395","si:ch211-191j22.8","Molino-Rio Choy",0.980694503,0.497304301,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15860","ENSAMXG00000000180","tex11","Molino-Rio Choy",-0.158633587,0.497428506,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15865","ENSAMXG00000014530","otol1b","Molino-Rio Choy",0.177119829,0.497839182,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15867","ENSAMXG00000001717","rps19","Molino-Rio Choy",-0.744599016,0.498126876,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15869","ENSAMXG00000008120","tmem9b","Molino-Rio Choy",-0.113655849,0.498386097,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15870","ENSAMXG00000010685","matr3l1.1","Molino-Rio Choy",0.122829228,0.498485891,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15872","ENSAMXG00000019758","cand1","Molino-Rio Choy",-0.107276449,0.49859787,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"15873","ENSAMXG00000003809","PAMR1","Molino-Rio Choy",1.274286819,0.498634449,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
