Gene_stable_ID,Comparison,logFC,PValue,Gene_name,Gene_description,Ensembl_Family_Description,Condition,Publication,Age_at_Sampling,Tissue
ENSAMXG00000011888,Rio Choy-Control,0.366565931,0.12580577,mrpl47,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011890,Rio Choy-Control,-0.463933591,0.470373326,si:dkey-24p1.6,si:dkey-24p1.6 [Source:ZFIN;Acc:ZDB-GENE-060503-67],SEL 1 HOMOLOG 3,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011891,Rio Choy-Control,-0.402812591,0.467869813,snx9a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011892,Rio Choy-Control,-0.117598309,0.919100922,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011893,Rio Choy-Control,0.516382464,0.051480523,actl6a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011897,Rio Choy-Control,0.253216088,0.547918046,cdc42se2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011904,Rio Choy-Control,-0.168327449,0.411341922,usp13,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011906,Rio Choy-Control,-0.583927524,0.144058335,pex5la,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011907,Rio Choy-Control,-0.159114655,0.762874296,rims1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011908,Rio Choy-Control,0.693976402,0.084308219,kntc1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011911,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011912,Rio Choy-Control,-0.335804641,0.473183718,pfkpb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011913,Rio Choy-Control,0.743394261,0.424126115,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011915,Rio Choy-Control,-0.582008113,0.245899521,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011917,Rio Choy-Control,-0.360196089,0.507449959,fndc5b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011918,Rio Choy-Control,-0.094916166,0.796443322,sez6l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011919,Rio Choy-Control,0.083278742,0.86475985,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011922,Rio Choy-Control,0.40659889,0.744920805,nsmfb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011923,Rio Choy-Control,-0.105689381,0.70863093,maco1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011924,Rio Choy-Control,0.157730047,0.755257684,dclk1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011927,Rio Choy-Control,-0.578624203,0.148281101,slc10a1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011931,Rio Choy-Control,-0.314611669,0.625095113,lrrc6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011932,Rio Choy-Control,-0.198347902,0.23744791,srsf5b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011935,Rio Choy-Control,-1.110503978,0.152660077,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011937,Rio Choy-Control,-0.925484447,0.004469962,ccnb1,cyclin B1 [Source:NCBI gene;Acc:103046107],G2/MITOTIC SPECIFIC CYCLIN B1,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011939,Rio Choy-Control,-0.501476505,0.046849395,pnpla7b,patatin-like phospholipase domain containing 7b [Source:ZFIN;Acc:ZDB-GENE-050309-66],PATATIN  PHOSPHOLIPASE DOMAIN CONTAINING 7 EC_3.1.1.- RELATED NTE RELATED ESTERASE,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011941,Rio Choy-Control,-0.290544538,0.615549317,clip1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011944,Rio Choy-Control,-0.075709511,0.825920966,gpr176,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011945,Rio Choy-Control,0.03361586,0.873189121,ccdc47,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011946,Rio Choy-Control,0.311050921,0.123568374,spartb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011947,Rio Choy-Control,-1.068804006,0.153942795,robo2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011948,Rio Choy-Control,0.126374824,0.614450487,lpcat1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011950,Rio Choy-Control,0.102292751,0.71506187,prkcbb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011951,Rio Choy-Control,0.191851191,0.364165683,slc30a5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011954,Rio Choy-Control,-0.022939927,0.923793704,exoc6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011955,Rio Choy-Control,-0.315490765,0.497691435,GFOD1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011957,Rio Choy-Control,-0.438630075,0.497547925,kcnc3b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011958,Rio Choy-Control,0.426324401,0.157414985,pin1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011959,Rio Choy-Control,-0.283344333,0.485172344,pik3r1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011960,Rio Choy-Control,0.541334658,0.075151389,cyp26a1,cytochrome P450 26A1 [Source:NCBI gene;Acc:103044660],CYTOCHROME P450 EC_1.14.13.- RETINOIC ACID METABOLIZING CYTOCHROME,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011964,Rio Choy-Control,-0.465571875,0.317080395,mtmr10,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011966,Rio Choy-Control,0.223659208,0.167649651,cog7,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011972,Rio Choy-Control,-0.105469397,0.716682841,slc12a7b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011973,Rio Choy-Control,-2.532498462,1.02E-06,MFAP4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011982,Rio Choy-Control,0.177549383,0.501415703,mri1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011985,Rio Choy-Control,-0.486829336,0.030793907,postnb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011988,Rio Choy-Control,-0.672936681,0.176698928,jmjd1cb,jumonji domain containing 1Cb [Source:ZFIN;Acc:ZDB-GENE-121214-344],PROBABLE JMJC DOMAIN CONTAINING HISTONE DEMETHYLATION 2C EC_1.14.11.- JUMONJI DOMAIN CONTAINING 1C,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011989,Rio Choy-Control,-4.59630317,4.19E-06,MFAP4,microfibril-associated glycoprotein 4-like [Source:NCBI gene;Acc:103022412],MICROFIBRIL ASSOCIATED GLYCOPROTEIN 4 PRECURSOR,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011990,Rio Choy-Control,-1.134654363,0.36203715,tlx1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011993,Rio Choy-Control,0.058053164,0.799986913,NA,,BTB/POZ DOMAIN CONTAINING KCTD5,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011994,Rio Choy-Control,-0.231185865,0.753458009,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011998,Rio Choy-Control,0.43502691,0.194490694,acss2l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000011999,Rio Choy-Control,-0.615427842,0.00954877,mylk5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012000,Rio Choy-Control,0.304341219,0.597982592,soul5l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012001,Rio Choy-Control,-0.215442271,0.161373766,pdpk1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012002,Rio Choy-Control,-1.319400807,0.005088645,abca2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012006,Rio Choy-Control,-0.545143715,0.0247186,CDC25B,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012007,Rio Choy-Control,0.748281781,0.018619956,slc2a15a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012010,Rio Choy-Control,-0.369049847,0.12563085,TWSG1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012011,Rio Choy-Control,1.371957047,1.84E-10,aoc1,"amine oxidase, copper containing 1 [Source:NCBI gene;Acc:103033242]",PRIMARY AMINE OXIDASE EC_1.4.3.21 AMINE OXIDASE OXIDASE,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012012,Rio Choy-Control,-0.783008712,0.029660955,man2b1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012013,Rio Choy-Control,0.457497892,0.277887757,cabcoco1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012022,Rio Choy-Control,0.516309326,0.326571747,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012026,Rio Choy-Control,-0.074934857,0.706430943,trmt1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012028,Rio Choy-Control,-1.445377731,0.097453358,celf5b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012029,Rio Choy-Control,0.247522905,0.936696692,cyp17a1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012030,Rio Choy-Control,-0.089661924,0.702197383,crb2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012031,Rio Choy-Control,0.227198475,0.557670066,robo1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012032,Rio Choy-Control,-0.44475064,0.288278767,si:ch211-225b11.1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012033,Rio Choy-Control,-0.095493852,0.836163479,dnaaf3l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012035,Rio Choy-Control,-0.687162777,0.099555418,ank3b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012036,Rio Choy-Control,0.126516286,0.668676969,borcs7,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012039,Rio Choy-Control,0.383441346,0.345572912,cnnm2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012041,Rio Choy-Control,-0.444415761,0.404326477,CC2D1A,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012044,Rio Choy-Control,-0.667774902,0.830262502,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012045,Rio Choy-Control,0.184388243,0.482892885,sfxn2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012047,Rio Choy-Control,-0.163966687,0.601449722,limk2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012048,Rio Choy-Control,0.304020266,0.114498074,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012049,Rio Choy-Control,-0.493448203,0.260549662,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012050,Rio Choy-Control,-0.131545324,0.587524933,fam49ba,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012052,Rio Choy-Control,0.326843459,0.14929335,inaa,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012055,Rio Choy-Control,0.320012654,0.333847147,RAB31,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012056,Rio Choy-Control,0.225092525,0.402464603,pcgf6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012057,Rio Choy-Control,0.0327606,0.912331185,akap8l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012062,Rio Choy-Control,0.626482295,0.068545215,polr1c,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012065,Rio Choy-Control,0.865134395,0.52870669,nacc1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012066,Rio Choy-Control,-0.489855727,0.489828974,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012067,Rio Choy-Control,-0.322325436,0.276756976,ldb1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012068,Rio Choy-Control,-0.691401651,0.046410648,gna11b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012069,Rio Choy-Control,-0.097285578,0.68379509,si:dkey-174n20.1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012070,Rio Choy-Control,-0.122634681,0.558136488,trim8b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012073,Rio Choy-Control,-0.400733527,0.218739799,tle2c,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012074,Rio Choy-Control,-0.389349627,0.278035753,dcakd,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012075,Rio Choy-Control,-0.483403036,0.150372683,camk2b1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012078,Rio Choy-Control,-0.492509483,0.132509449,prom2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012086,Rio Choy-Control,-0.045923109,0.874283936,sh3glb2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012088,Rio Choy-Control,0.055019988,0.791053548,stx10,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012089,Rio Choy-Control,-0.523516865,0.263029493,fam117ab,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012091,Rio Choy-Control,0.206043919,0.2982678,nsmce4a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012092,Rio Choy-Control,0.469368219,0.107749119,ndufa4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012094,Rio Choy-Control,-0.114821097,0.944021131,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012098,Rio Choy-Control,-0.170842475,0.661316763,scn12aa,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012100,Rio Choy-Control,-0.187263333,0.523530482,adnpb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012101,Rio Choy-Control,-0.170284137,0.709621564,ngfrb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012104,Rio Choy-Control,0.056920458,0.794615396,slc4a1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012105,Rio Choy-Control,-0.370023977,0.19781298,si:ch211-286b5.5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012106,Rio Choy-Control,0.12333327,0.774596941,ly6pge,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012107,Rio Choy-Control,0.001393698,0.995507248,si:dkeyp-118b1.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012109,Rio Choy-Control,-0.550862267,0.019224735,smarcd2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012110,Rio Choy-Control,-0.280205234,0.423220273,myofl,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012111,Rio Choy-Control,0.353171768,0.096911964,psmc5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012112,Rio Choy-Control,-0.063396715,0.836546356,mpp2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012113,Rio Choy-Control,0.276918486,0.633748736,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012114,Rio Choy-Control,-0.132606441,0.665713223,pyyb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012116,Rio Choy-Control,-0.505010553,0.027171387,parga,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012118,Rio Choy-Control,-0.791256484,0.197652848,frem2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012121,Rio Choy-Control,0.077143577,0.819390276,ogdhl,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012122,Rio Choy-Control,-0.022252954,0.935965393,sema4gb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012124,Rio Choy-Control,-0.972168219,0.054004298,fam102aa,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012125,Rio Choy-Control,-0.729949172,0.05493186,top2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012126,Rio Choy-Control,0.461560987,0.388994876,scospondin,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012128,Rio Choy-Control,-0.133784887,0.572641646,trim35-14,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012130,Rio Choy-Control,0.226672969,0.458079277,chata,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012131,Rio Choy-Control,-0.432387608,0.300749005,PTPRM,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012132,Rio Choy-Control,-0.397204922,0.233126909,zmp:0000000711,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012134,Rio Choy-Control,0.861428255,0.001361985,nabp1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012137,Rio Choy-Control,0.456178745,0.674129466,NA,,CLASS I HISTOCOMPATIBILITY ANTIGEN ALPHA CHAIN PRECURSOR MHC CLASS I ANTIGEN,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012140,Rio Choy-Control,-0.600602592,0.096366019,zgc:153901,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012147,Rio Choy-Control,-0.154535667,0.608966752,haus3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012149,Rio Choy-Control,0.128026371,0.760300671,asap1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012157,Rio Choy-Control,-1.189037391,0.259416226,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012158,Rio Choy-Control,0.196594393,0.199581268,slc38a2,solute carrier family 38 member 2 [Source:NCBI gene;Acc:103028401],SODIUM COUPLED NEUTRAL AMINO ACID TRANSPORTER 2 AMINO ACID TRANSPORTER A2 SOLUTE CARRIER FAMILY 38 MEMBER 2 SYSTEM A AMINO ACID TRANSPORTER 2 SYSTEM A TRANSPORTER 1 SYSTEM N AMINO ACID TRANSPORTER 2,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012162,Rio Choy-Control,-0.276938829,0.304323549,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012164,Rio Choy-Control,-0.340721669,0.477070673,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012165,Rio Choy-Control,-0.840640818,0.042727675,pcdh18b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012168,Rio Choy-Control,-0.583407473,0.556545141,hecw2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012174,Rio Choy-Control,-0.533794892,0.327849875,NTRK3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012176,Rio Choy-Control,-0.214668894,0.490640117,slc39a10,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012179,Rio Choy-Control,-0.625481733,0.156956198,thbs1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012180,Rio Choy-Control,-0.182531479,0.405033651,med24,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012181,Rio Choy-Control,-0.623219026,0.357331901,b4galt2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012182,Rio Choy-Control,0.185783656,0.627671541,dnmt1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012186,Rio Choy-Control,0.209022177,0.402408415,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012189,Rio Choy-Control,-0.936976564,0.055781841,arid2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012191,Rio Choy-Control,0.439082237,0.181182065,gpat3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012193,Rio Choy-Control,-0.771766768,0.043767123,dapk1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012196,Rio Choy-Control,0.079199243,0.78714475,get1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012198,Rio Choy-Control,-0.461398272,0.155821675,mcf2la,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012199,Rio Choy-Control,0.168905613,0.652186633,atrn,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012200,Rio Choy-Control,-0.671407472,0.438091731,csmd2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012201,Rio Choy-Control,-0.240454429,0.469887661,SMYD2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012204,Rio Choy-Control,-0.007780391,0.972314164,pak6b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012209,Rio Choy-Control,-0.591194344,0.434882768,brpf3b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012210,Rio Choy-Control,0.031761768,0.981807961,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012212,Rio Choy-Control,0.133541276,0.576446852,cab39l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012218,Rio Choy-Control,-0.404505122,0.214122777,WAC,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012219,Rio Choy-Control,0.156118473,0.518507877,fbp2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012221,Rio Choy-Control,-1.062189153,0.044413893,brwd1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000012223,Rio Choy-Control,0.030301434,0.903450656,cdadc1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
